"Scientific Name","Common Name","Where Listed","Region","ESA Listing Status","Group"
"Cicurina baronia","Robber Baron Cave Meshweaver","Wherever found","2","Endangered","Arachnids"
"Caretta caretta","Loggerhead sea turtle","North Pacific Ocean DPS","4","Endangered","Reptiles"
"Crenichthys nevadae","Railroad Valley springfish","Wherever found","8","Threatened","Fishes"
"Etheostoma boschungi","Slackwater darter","Wherever found","4","Threatened","Fishes"
"Hypolimnas octocula marianensis","Mariana eight-spot butterfly","Wherever found","1","Endangered","Insects"
"Eurycea sosorum","Barton Springs salamander","Wherever found","2","Endangered","Amphibians"
"Puma (=Felis) concolor (all subsp. except coryi)","Puma (=mountain lion)","FL","4","Similarity of Appearance (Threatened)","Mammals"
"Epicrates monensis monensis","Mona boa","Wherever found","4","Threatened","Reptiles"
"Paroreomyza maculata","Oahu creeper","Wherever found","1","Endangered","Birds"
"Rhinichthys osculus thermalis","Kendall Warm Springs dace","Wherever found","6","Endangered","Fishes"
"Pleurobema pyriforme","Oval pigtoe","Wherever found","4","Endangered","Clams"
"Cyprinodon bovinus","Leon Springs pupfish","Wherever found","2","Endangered","Fishes"
"Rhaphiomidas terminatus abdominalis","Delhi Sands flower-loving fly","Wherever found","8","Endangered","Insects"
"Aphelocoma coerulescens","Florida scrub-jay","Wherever found","4","Threatened","Birds"
"Dipodomys heermanni morroensis","Morro Bay kangaroo rat","Wherever found","8","Endangered","Mammals"
"Crenichthys baileyi baileyi","White River springfish","Wherever found","8","Endangered","Fishes"
"Fusconaia cuneolus","Finerayed pigtoe","U.S.A. (TN - specified portions of the French Broad and Holston Rivers; see 17.85(b)(1))","4","Experimental Population, Non-Essential","Clams"
"Rhadine infernalis","[no common name] Beetle","Wherever found","2","Endangered","Insects"
"Neoleptoneta microps","Government Canyon Bat Cave Spider","Wherever found","2","Endangered","Arachnids"
"Cyclura stejnegeri","Mona ground Iguana","Wherever found","4","Threatened","Reptiles"
"Hemiargus ceraunus antibubastus","Ceraunus Blue Butterfly","Wherever found","4","Similarity of Appearance (Threatened)","Insects"
"Odocoileus virginianus clavium","Key deer","Wherever found","4","Endangered","Mammals"
"Myotis grisescens","Gray bat","Wherever found","3","Endangered","Mammals"
"Chelonia mydas","Green sea turtle","Central South Pacific DPS","1","Endangered","Reptiles"
"Leptoxis taeniata","Painted rocksnail","Wherever found","4","Threatened","Snails"
"Polyphylla barbata","Mount Hermon June beetle","Wherever found","8","Endangered","Insects"
"Villosa choctawensis","Choctaw bean","Wherever found","4","Endangered","Clams"
"Anguispira picta","Painted snake coiled forest snail","Wherever found","4","Threatened","Snails"
"Glaucopsyche lygdamus palosverdesensis","Palos Verdes blue butterfly","Wherever found","8","Endangered","Insects"
"Etheostoma percnurum","Duskytail darter","Tellico River, TN","4","Experimental Population, Non-Essential","Fishes"
"Ambystoma bishopi","Reticulated flatwoods salamander","Wherever found","4","Endangered","Amphibians"
"Sternotherus depressus","Flattened musk turtle","Black Warrior R. system upstream from Bankhead Dam","4","Threatened","Reptiles"
"Coccyzus americanus","Yellow-billed Cuckoo","Western U.S. DPS","2","Threatened","Birds"
"Drosophila neoclavisetae","Hawaiian picture-wing fly","Wherever found","1","Endangered","Insects"
"Catostomus warnerensis","Warner sucker","Wherever found","1","Threatened","Fishes"
"Plethodon shenandoah","Shenandoah salamander","Wherever found","5","Endangered","Amphibians"
"Lampsilis virescens","Alabama lampmussel","AL; Free-Flowing Reach of the Tennessee River below the Wilson Dam, Colbert and Lauderdale Counties, AL","4","Experimental Population, Non-Essential","Clams"
"Pyrgulopsis (=Marstonia) pachyta","Armored snail","Wherever found","4","Endangered","Snails"
"Rhinichthys osculus oligoporus","Clover Valley speckled dace","Wherever found","8","Endangered","Fishes"
"Uma inornata","Coachella Valley fringe-toed lizard","Wherever found","8","Threatened","Reptiles"
"Neonympha mitchellii francisci","Saint Francis' satyr butterfly","Wherever found","4","Endangered","Insects"
"Hamiota australis","Southern Sandshell","Wherever found","4","Threatened","Clams"
"Noturus stanauli","Pygmy madtom","U.S.A. (TN - specified portions of the French Broad and Holston Rivers; see 17.84(t)(1)(i))","4","Experimental Population, Non-Essential","Fishes"
"Noturus flavipinnis","Yellowfin madtom","U.S.A. (TN - specified portions of the French Broad and Holston Rivers; see 17.84(e)(1)(iii))","4","Experimental Population, Non-Essential","Fishes"
"Newcombia cumingi","Newcomb's Tree snail","Wherever found","1","Endangered","Snails"
"Gambelia silus","Blunt-nosed leopard lizard","Wherever found","8","Endangered","Reptiles"
"Pleurobema georgianum","Southern pigtoe","Wherever found","4","Endangered","Clams"
"Columba inornata wetmorei","Puerto Rican plain Pigeon","Wherever found","4","Endangered","Birds"
"Vireo bellii pusillus","Least Bell's vireo","Wherever found","8","Endangered","Birds"
"Thamnophis eques megalops","Northern Mexican gartersnake","Wherever found","2","Threatened","Reptiles"
"Texella reyesi","Bone Cave harvestman","Wherever found","2","Endangered","Arachnids"
"Spelaeorchestia koloana","Kauai cave amphipod","Wherever found","1","Endangered","Crustaceans"
"Euphydryas editha quino (=E. e. wrighti)","Quino checkerspot butterfly","Wherever found","8","Endangered","Insects"
"Triodopsis platysayoides","Flat-spired three-toothed Snail","Wherever found","5","Threatened","Snails"
"Pteropus tokudae","Little Mariana fruit Bat","Wherever found","1","Endangered","Mammals"
"Chelonia mydas","Green sea turtle","Central North Pacific DPS","1","Threatened","Reptiles"
"Ambystoma macrodactylum croceum","Santa Cruz long-toed salamander","Wherever found","8","Endangered","Amphibians"
"Plethodon neomexicanus","Jemez Mountains salamander","Wherever found","2","Endangered","Amphibians"
"Grus americana","Whooping crane","U.S.A (Southwestern Louisiana)","4","Experimental Population, Non-Essential","Birds"
"Megalagrion leptodemas","Crimson Hawaiian damselfly","Wherever found","1","Endangered","Insects"
"Etheostoma trisella","Trispot darter","Wherever found","4","Threatened","Fishes"
"Cicindela dorsalis dorsalis","Northeastern beach tiger beetle","Wherever found","5","Threatened","Insects"
"Margaritifera hembeli","Louisiana pearlshell","Wherever found","4","Threatened","Clams"
"Partula langfordi","Langford's tree snail","Wherever found","1","Endangered","Snails"
"Alligator mississippiensis","American alligator","Wherever found","4","Similarity of Appearance (Threatened)","Reptiles"
"Pleurobema strodeanum","Fuzzy pigtoe","Wherever found","4","Threatened","Clams"
"Brychius hungerfordi","Hungerford's crawling water Beetle","Wherever found","3","Endangered","Insects"
"Acrocephalus familiaris kingi","Nihoa millerbird (old world warbler)","Wherever found","1","Endangered","Birds"
"Oreomystis bairdi","Akikiki","Wherever found","1","Endangered","Birds"
"Fundulus julisia","Barrens topminnow","Wherever found","4","Endangered","Fishes"
"Eurycea waterlooensis","Austin blind Salamander","Wherever found","2","Endangered","Amphibians"
"Lycaeides melissa samuelis","Karner blue butterfly","Wherever found","3","Endangered","Insects"
"Rallus longirostris obsoletus","California clapper rail","Wherever found","8","Endangered","Birds"
"Percina tanasi","Snail darter","Wherever found","4","Threatened","Fishes"
"Chelonia mydas","Green sea turtle","Central West Pacific DPS","1","Endangered","Reptiles"
"Agelaius xanthomus","Yellow-shouldered blackbird","Wherever found","4","Endangered","Birds"
"Neotoma fuscipes riparia","Riparian woodrat (=San Joaquin Valley)","Wherever found","8","Endangered","Mammals"
"Plethobasus cyphyus","Sheepnose Mussel","Wherever found","3","Endangered","Clams"
"Rana chiricahuensis","Chiricahua leopard frog","Wherever found","2","Threatened","Amphibians"
"Hypomesus transpacificus","Delta smelt","Wherever found","8","Threatened","Fishes"
"Melamprosops phaeosoma","Po`ouli (honeycreeper)","Wherever found","1","Endangered","Birds"
"Erimonax monachus","Spotfin Chub","U.S.A. (TN-specified portions of the French Broad and Holston Rivers; see 17.84(m)(1)(iii))","4","Experimental Population, Non-Essential","Fishes"
"Eurycea tonkawae","Jollyville Plateau Salamander","Wherever found","2","Threatened","Amphibians"
"Dipodomys merriami parvus","San Bernardino Merriam's kangaroo rat","Wherever found","8","Endangered","Mammals"
"Odocoileus virginianus leucurus","Columbian white-tailed deer","Columbia River DPS","1","Threatened","Mammals"
"Emballonura semicaudata semicaudata","Pacific sheath-tailed Bat","American Samoa","1","Endangered","Mammals"
"Hylaeus mana","Hawaiian yellow-faced bee","Wherever found","1","Endangered","Insects"
"Epioblasma florentina florentina","Yellow blossom (pearlymussel)","Wherever found; Except where listed as Experimental Populations","4","Endangered","Clams"
"Moho braccatus","Kauai `o`o (honeyeater)","Wherever found","1","Endangered","Birds"
"Antrobia culveri","Tumbling Creek cavesnail","Wherever found","3","Endangered","Snails"
"Leptoxis foremani","Interrupted (=Georgia) Rocksnail","Wherever found","4","Endangered","Snails"
"Peromyscus polionotus trissyllepsis","Perdido Key beach mouse","Wherever found","4","Endangered","Mammals"
"Pteropus mariannus mariannus","Mariana fruit Bat (=Mariana flying fox)","Wherever found","1","Threatened","Mammals"
"Branchinecta longiantenna","Longhorn fairy shrimp","Wherever found","8","Endangered","Crustaceans"
"Panthera onca","Jaguar","Wherever found","2","Endangered","Mammals"
"Drosophila mulli","Hawaiian picture-wing fly","Wherever found","1","Threatened","Insects"
"Mustela nigripes","Black-footed ferret","U.S.A. (WY and specified portions of AZ, CO, MT, SD, and UT, see 17.84(g)(9))","6","Experimental Population, Non-Essential","Mammals"
"Drymarchon corais couperi","Eastern indigo snake","Wherever found","4","Threatened","Reptiles"
"Glaucomys sabrinus coloratus","Carolina northern flying squirrel","Wherever found","4","Endangered","Mammals"
"Manduca blackburni","Blackburn's sphinx moth","Wherever found","1","Endangered","Insects"
"Tryonia circumstriata (=stocktonensis)","Gonzales tryonia","Wherever found","2","Endangered","Snails"
"Branchinecta conservatio","Conservancy fairy shrimp","Wherever found","8","Endangered","Crustaceans"
"Empidonax traillii extimus","Southwestern willow flycatcher","Wherever found","2","Endangered","Birds"
"Gasterosteus aculeatus williamsoni","Unarmored threespine stickleback","Wherever found","8","Endangered","Fishes"
"Strix occidentalis lucida","Mexican spotted owl","Wherever found","2","Threatened","Birds"
"Canis rufus","Red wolf","Wherever found, except where listed as an experimental population","4","Endangered","Mammals"
"Falco femoralis septentrionalis","Northern Aplomado Falcon","U.S.A (AZ, NM)","2","Experimental Population, Non-Essential","Birds"
"Necturus lewisi","Neuse River waterdog","Wherever found","4","Threatened","Amphibians"
"Oryzomys palustris natator","Silver rice rat","lower FL Keys","4","Endangered","Mammals"
"Pleurobema perovatum","Ovate clubshell","Wherever found","4","Endangered","Clams"
"Percina pantherina","Leopard darter","Wherever found","2","Threatened","Fishes"
"Cyclargus ammon","Nickerbean Blue Butterfly","Wherever found","4","Similarity of Appearance (Threatened)","Insects"
"Ursus arctos horribilis","Grizzly bear","U.S.A., conterminous (lower 48) States, except where listed as an experimental population","6","Threatened","Mammals"
"Ursus maritimus","Polar bear","Wherever found","7","Threatened","Mammals"
"Drosophila substenoptera","Hawaiian picture-wing fly","Wherever found","1","Endangered","Insects"
"Mycteria americana","Wood stork","AL, FL, GA, MS, NC, SC","4","Threatened","Birds"
"Microtus californicus scirpensis","Amargosa vole","Wherever found","8","Endangered","Mammals"
"Icaricia icarioides missionensis","Mission blue butterfly","Wherever found","8","Endangered","Insects"
"Chelonia mydas","Green sea turtle","East Pacific DPS","8","Threatened","Reptiles"
"Eumops floridanus","Florida bonneted bat","Wherever found","4","Endangered","Mammals"
"Quadrula fragosa","Winged Mapleleaf","Wherever found, except where listed as an experimental population","3","Endangered","Clams"
"Notropis simus pecosensis","Pecos bluntnose shiner","Wherever found","2","Threatened","Fishes"
"Megapodius laperouse","Micronesian megapode","Wherever found","1","Endangered","Birds"
"Heterelmis comalensis","Comal Springs riffle beetle","Wherever found","2","Endangered","Insects"
"Texella cokendolpheri","Cokendolpher Cave Harvestman","Wherever found","2","Endangered","Arachnids"
"Ptychocheilus lucius","Colorado pikeminnow (=squawfish)","Wherever found, except where listed as an experimental population","6","Endangered","Fishes"
"Cyprinella caerulea","Blue shiner","Wherever found","4","Threatened","Fishes"
"Lemiox rimosus","Birdwing pearlymussel","U.S.A. (TN - specified portions of the French Broad and Holston Rivers; see 17.85(b)(1))","4","Experimental Population, Non-Essential","Clams"
"Villosa fabalis","Rayed Bean","Wherever found","3","Endangered","Clams"
"Drosophila obatai","Hawaiian picture-wing fly","Wherever found","1","Endangered","Insects"
"Epioblasma obliquata obliquata","Purple Cat's paw (=Purple Cat's paw pearlymussel)","Wherever found; Except where listed as Experimental Populations","3","Endangered","Clams"
"Rostrhamus sociabilis plumbeus","Everglade snail kite","Wherever found","4","Endangered","Birds"
"Hemignathus affinis","Maui nukupuu","Wherever found","1","Endangered","Birds"
"Thermosphaeroma thermophilus","Socorro isopod","Wherever found","2","Endangered","Crustaceans"
"Strix occidentalis caurina","Northern spotted owl","Wherever found","1","Threatened","Birds"
"Sterna antillarum browni","California least tern","Wherever found","8","Endangered","Birds"
