"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] StringAttributeComparatorJaccard.scientificName record1Value","[0] StringAttributeComparatorJaccard.scientificName record2Value","[0] StringAttributeComparatorJaccard.scientificName record1PreprocessedValue","[0] StringAttributeComparatorJaccard.scientificName record2PreprocessedValue","[0] StringAttributeComparatorJaccard.scientificName similarity","[0] StringAttributeComparatorJaccard.scientificName postproccesedSimilarity","[1] StringAttributeComparatorLevenshtein.scientificName record1Value","[1] StringAttributeComparatorLevenshtein.scientificName record2Value","[1] StringAttributeComparatorLevenshtein.scientificName record1PreprocessedValue","[1] StringAttributeComparatorLevenshtein.scientificName record2PreprocessedValue","[1] StringAttributeComparatorLevenshtein.scientificName similarity","[1] StringAttributeComparatorLevenshtein.scientificName postproccesedSimilarity","[2] StringAttributeComparatorEqual.Category record1Value","[2] StringAttributeComparatorEqual.Category record2Value","[2] StringAttributeComparatorEqual.Category record1PreprocessedValue","[2] StringAttributeComparatorEqual.Category record2PreprocessedValue","[2] StringAttributeComparatorEqual.Category similarity","[2] StringAttributeComparatorEqual.Category postproccesedSimilarity","[3] StringListAttributeComparatorLevenshtein.commonNames record1Value","[3] StringListAttributeComparatorLevenshtein.commonNames record2Value","[3] StringListAttributeComparatorLevenshtein.commonNames record1PreprocessedValue","[3] StringListAttributeComparatorLevenshtein.commonNames record2PreprocessedValue","[3] StringListAttributeComparatorLevenshtein.commonNames similarity","[3] StringListAttributeComparatorLevenshtein.commonNames postproccesedSimilarity","[4] StringListAttributeAsWholeComparatorJaccard.commonNames record1Value","[4] StringListAttributeAsWholeComparatorJaccard.commonNames record2Value","[4] StringListAttributeAsWholeComparatorJaccard.commonNames record1PreprocessedValue","[4] StringListAttributeAsWholeComparatorJaccard.commonNames record2PreprocessedValue","[4] StringListAttributeAsWholeComparatorJaccard.commonNames similarity","[4] StringListAttributeAsWholeComparatorJaccard.commonNames postproccesedSimilarity","[5] StringListAttributeAsWholeComparatorJaccard.regionNames record1Value","[5] StringListAttributeAsWholeComparatorJaccard.regionNames record2Value","[5] StringListAttributeAsWholeComparatorJaccard.regionNames record1PreprocessedValue","[5] StringListAttributeAsWholeComparatorJaccard.regionNames record2PreprocessedValue","[5] StringListAttributeAsWholeComparatorJaccard.regionNames similarity","[5] StringListAttributeAsWholeComparatorJaccard.regionNames postproccesedSimilarity"
"WekaMatchingRule","BIO06330","ES1432","0.52",,"bufo punctatus","bufo hemiophrys baxteri","bufo punctatus","bufo hemiophrys baxteri","0.25","0.25","bufo punctatus","bufo hemiophrys baxteri","bufo punctatus","bufo hemiophrys baxteri","0.34782608695652173","0.34782608695652173","Amphibian","Amphibian","Amphibian","Amphibian","1.0","1.0","[red spotted toad]","[wyoming toad]","[red spotted toad]","[wyoming toad]","0.375","0.375","red spotted toad","wyoming toad","red spotted toad","wyoming toad","0.25","0.25","pacific southwest southwest mountain prairie","mountain prairie","pacific southwest southwest mountain prairie","mountain prairie","0.5","0.5"
"WekaMatchingRule","BIO34588","ES263","0.45",,"poa secunda var. incurva","poa sandvicensis","poa secunda var. incurva","poa sandvicensis","0.2","0.2","poa secunda var. incurva","poa sandvicensis","poa secunda var. incurva","poa sandvicensis","0.375","0.375","Vascular Plant","Vascular Plant","Vascular Plant","Vascular Plant","1.0","1.0","[curly bluegrass]","[hawaiian bluegrass]","[curly bluegrass]","[hawaiian bluegrass]","0.5555555555555556","0.5555555555555556","curly bluegrass","hawaiian bluegrass","curly bluegrass","hawaiian bluegrass","0.3333333333333333","0.3333333333333333","pacific mountain prairie","pacific","pacific mountain prairie","pacific","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","BIO28317","ES1141","0.15",,"myotis septentrionalis septentrionalis","myotis sodalis","myotis septentrionalis septentrionalis","myotis sodalis","0.3333333333333333","0.3333333333333333","myotis septentrionalis septentrionalis","myotis sodalis","myotis septentrionalis septentrionalis","myotis sodalis","0.3421052631578947","0.3421052631578947","Mammal","Mammal","Mammal","Mammal","1.0","1.0","[none]","[indiana bat]","[none]","[indiana bat]","0.18181818181818177","0.18181818181818177","none","indiana bat","none","indiana bat","0.0","0.0","mountain prairie","midwest","mountain prairie","midwest","0.0","0.0"
"WekaMatchingRule","BIO14451","ES938","0.39",,"drosophila brunneisetae","drosophila differens","drosophila brunneisetae","drosophila differens","0.3333333333333333","0.3333333333333333","drosophila brunneisetae","drosophila differens","drosophila brunneisetae","drosophila differens","0.5652173913043479","0.5652173913043479","Insect","Insect","Insect","Insect","1.0","1.0","[none]","[hawaiian picture wing fly]","[none]","[hawaiian picture wing fly]","0.07999999999999996","0.07999999999999996","none","hawaiian picture wing fly","none","hawaiian picture wing fly","0.0","0.0","pacific","pacific","pacific","pacific","1.0","1.0"
"WekaMatchingRule","BIO11384","ES253","0.0",,"cornus foemina","cordylanthus palmatus","cornus foemina","cordylanthus palmatus","0.0","0.0","cornus foemina","cordylanthus palmatus","cornus foemina","cordylanthus palmatus","0.38095238095238093","0.38095238095238093","Vascular Plant","Vascular Plant","Vascular Plant","Vascular Plant","1.0","1.0","[swamp dogwood, stiff dogwood]","[palmate bracted bird s beak]","[swamp dogwood, stiff dogwood]","[palmate bracted bird s beak]","0.11111111111111116","0.11111111111111116","swamp dogwood stiff dogwood","palmate bracted bird s beak","swamp dogwood stiff dogwood","palmate bracted bird s beak","0.0","0.0","northeast southeast","pacific southwest","northeast southeast","pacific southwest","0.0","0.0"
"WekaMatchingRule","BIO35088","ES310","0.0",,"polypodium","polyscias flynnii","polypodium","polyscias flynnii","0.0","0.0","polypodium","polyscias flynnii","polypodium","polyscias flynnii","0.23529411764705888","0.23529411764705888","Vascular Plant","Vascular Plant","Vascular Plant","Vascular Plant","1.0","1.0","[none]","[no common name]","[none]","[no common name]","0.2857142857142857","0.2857142857142857","none","no common name","none","no common name","0.0","0.0","pacific southwest","pacific","pacific southwest","pacific","0.5","0.5"
"WekaMatchingRule","BIO06600","ES282",,"0","callioplus spenceri","poa siphonoglossa","callioplus spenceri","poa siphonoglossa","0.0","0.0","callioplus spenceri","poa siphonoglossa","callioplus spenceri","poa siphonoglossa","0.10526315789473684","0.10526315789473684","Spider/Scorpion","Vascular Plant","Spider/Scorpion","Vascular Plant","0.0","0.0","[none]","[no common name]","[none]","[no common name]","0.2857142857142857","0.2857142857142857","none","no common name","none","no common name","0.0","0.0","pacific","pacific","pacific","pacific","1.0","1.0"
"WekaMatchingRule","BIO32513","ES1137","0.0",,"persicaria sagittata","percina antesella","persicaria sagittata","percina antesella","0.0","0.0","persicaria sagittata","percina antesella","persicaria sagittata","percina antesella","0.35","0.35","Vascular Plant","Fish","Vascular Plant","Fish","0.0","0.0","[arrow leaved tearthumb, arrow leaf tearthumb]","[amber darter]","[arrow leaved tearthumb, arrow leaf tearthumb]","[amber darter]","0.30000000000000004","0.30000000000000004","arrow leaved tearthumb arrow leaf tearthumb","amber darter","arrow leaved tearthumb arrow leaf tearthumb","amber darter","0.0","0.0","northeast","southeast","northeast","southeast","0.0","0.0"
"WekaMatchingRule","BIO18323","ES1234","0.0",,"galgula partita","gallinula galeata sandvicensis","galgula partita","gallinula galeata sandvicensis","0.0","0.0","galgula partita","gallinula galeata sandvicensis","galgula partita","gallinula galeata sandvicensis","0.33333333333333337","0.33333333333333337","Insect","Bird","Insect","Bird","0.0","0.0","[none]","[hawaiian common gallinule]","[none]","[hawaiian common gallinule]","0.16000000000000003","0.16000000000000003","none","hawaiian common gallinule","none","hawaiian common gallinule","0.0","0.0","southeast","pacific","southeast","pacific","0.0","0.0"
"WekaMatchingRule","BIO28316","ES1243","1.0","1","myotis septentrionalis","myotis septentrionalis","myotis septentrionalis","myotis septentrionalis","1.0","1.0","myotis septentrionalis","myotis septentrionalis","myotis septentrionalis","myotis septentrionalis","1.0","1.0","Mammal","Mammal","Mammal","Mammal","1.0","1.0","[northern bat, northern long eared bat, northern myotis]","[northern long eared bat]","[northern bat, northern long eared bat, northern myotis]","[northern long eared bat]","1.0","1.0","northern bat northern long eared bat northern myotis","northern long eared bat","northern bat northern long eared bat northern myotis","northern long eared bat","0.8","0.8","northeast southeast midwest mountain prairie","midwest","northeast southeast midwest mountain prairie","midwest","0.2","0.2"
"WekaMatchingRule","BIO04392","ES706","0.59",,"astragalus sesquiflorus","astragalus applegatei","astragalus sesquiflorus","astragalus applegatei","0.3333333333333333","0.3333333333333333","astragalus sesquiflorus","astragalus applegatei","astragalus sesquiflorus","astragalus applegatei","0.4782608695652174","0.4782608695652174","Vascular Plant","Vascular Plant","Vascular Plant","Vascular Plant","1.0","1.0","[sandstone milkvetch]","[applegate s milk vetch]","[sandstone milkvetch]","[applegate s milk vetch]","0.5","0.5","sandstone milkvetch","applegate s milk vetch","sandstone milkvetch","applegate s milk vetch","0.0","0.0","mountain prairie","pacific southwest","mountain prairie","pacific southwest","0.0","0.0"
"WekaMatchingRule","BIO24333","ES418",,"0","letharia vulpina","pritchardia viscosa","letharia vulpina","pritchardia viscosa","0.0","0.0","letharia vulpina","pritchardia viscosa","letharia vulpina","pritchardia viscosa","0.4736842105263158","0.4736842105263158","Fungi","Vascular Plant","Fungi","Vascular Plant","0.0","0.0","[none]","[loulu]","[none]","[loulu]","0.19999999999999996","0.19999999999999996","none","loulu","none","loulu","0.0","0.0","pacific southwest pacific mountain prairie","pacific","pacific southwest pacific mountain prairie","pacific","0.25","0.25"
"WekaMatchingRule","BIO16243","ES775","0.0",,"erigeron ursinus","eriogonum codium","erigeron ursinus","eriogonum codium","0.0","0.0","erigeron ursinus","eriogonum codium","erigeron ursinus","eriogonum codium","0.375","0.375","Vascular Plant","Vascular Plant","Vascular Plant","Vascular Plant","1.0","1.0","[fleabane, bear river fleabane, bear daisy]","[umtanum desert buckwheat]","[fleabane, bear river fleabane, bear daisy]","[umtanum desert buckwheat]","0.20833333333333337","0.20833333333333337","fleabane bear river fleabane bear daisy","umtanum desert buckwheat","fleabane bear river fleabane bear daisy","umtanum desert buckwheat","0.0","0.0","pacific southwest southwest pacific mountain prairie","pacific","pacific southwest southwest pacific mountain prairie","pacific","0.25","0.25"
"WekaMatchingRule","BIO15746","ES1187","0.0",,"epilobium luteum","epioblasma othcaloogensis","epilobium luteum","epioblasma othcaloogensis","0.0","0.0","epilobium luteum","epioblasma othcaloogensis","epilobium luteum","epioblasma othcaloogensis","0.31999999999999995","0.31999999999999995","Vascular Plant","Invertebrate","Vascular Plant","Invertebrate","0.0","0.0","[yellow willow herb, yellow willowherb, yellow willow weed]","[southern acornshell]","[yellow willow herb, yellow willowherb, yellow willow weed]","[southern acornshell]","0.1578947368421053","0.1578947368421053","yellow willow herb yellow willowherb yellow willow weed","southern acornshell","yellow willow herb yellow willowherb yellow willow weed","southern acornshell","0.0","0.0","pacific alaska","southeast","pacific alaska","southeast","0.0","0.0"
"WekaMatchingRule","BIO39255","ES810","0.0",,"schistocomus hiltoni","schiedea membranacea","schistocomus hiltoni","schiedea membranacea","0.0","0.0","schistocomus hiltoni","schiedea membranacea","schistocomus hiltoni","schiedea membranacea","0.25","0.25","Invertebrate","Vascular Plant","Invertebrate","Vascular Plant","0.0","0.0","[none]","[no common name]","[none]","[no common name]","0.2857142857142857","0.2857142857142857","none","no common name","none","no common name","0.0","0.0","pacific southwest","pacific","pacific southwest","pacific","0.5","0.5"
"WekaMatchingRule","BIO16223","ES135","0.3",,"erigeron sionis","erigeron rhizomatus","erigeron sionis","erigeron rhizomatus","0.3333333333333333","0.3333333333333333","erigeron sionis","erigeron rhizomatus","erigeron sionis","erigeron rhizomatus","0.631578947368421","0.631578947368421","Vascular Plant","Vascular Plant","Vascular Plant","Vascular Plant","1.0","1.0","[zion daisy]","[zuni fleabane]","[zion daisy]","[zuni fleabane]","0.23076923076923073","0.23076923076923073","zion daisy","zuni fleabane","zion daisy","zuni fleabane","0.0","0.0","mountain prairie","southwest","mountain prairie","southwest","0.0","0.0"
"WekaMatchingRule","BIO34783","ES1547","0.0",,"poliomintha glabrescens","polyphylla barbata","poliomintha glabrescens","polyphylla barbata","0.0","0.0","poliomintha glabrescens","polyphylla barbata","poliomintha glabrescens","polyphylla barbata","0.30434782608695654","0.30434782608695654","Vascular Plant","Insect","Vascular Plant","Insect","0.0","0.0","[rosemary mint, leafy rosemarymint]","[mount hermon june beetle]","[rosemary mint, leafy rosemarymint]","[mount hermon june beetle]","0.20833333333333337","0.20833333333333337","rosemary mint leafy rosemarymint","mount hermon june beetle","rosemary mint leafy rosemarymint","mount hermon june beetle","0.0","0.0","southwest","pacific southwest","southwest","pacific southwest","0.5","0.5"
"WekaMatchingRule","BIO01131","ES1163",,"0","alces alces","zapada glacier","alces alces","zapada glacier","0.0","0.0","alces alces","zapada glacier","alces alces","zapada glacier","0.3571428571428571","0.3571428571428571","Mammal","Insect","Mammal","Insect","0.0","0.0","[moose, eurasian elk]","[western glacier stonefly]","[moose, eurasian elk]","[western glacier stonefly]","0.29166666666666663","0.29166666666666663","moose eurasian elk","western glacier stonefly","moose eurasian elk","western glacier stonefly","0.0","0.0","northeast mountain prairie pacific alaska midwest","mountain prairie","northeast mountain prairie pacific alaska midwest","mountain prairie","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","BIO09124","ES869","0.0",,"chamaesyce serrula","chamaecrista glandulosa var. mirabilis","chamaesyce serrula","chamaecrista glandulosa var. mirabilis","0.0","0.0","chamaesyce serrula","chamaecrista glandulosa var. mirabilis","chamaesyce serrula","chamaecrista glandulosa var. mirabilis","0.2894736842105263","0.2894736842105263","Vascular Plant","Vascular Plant","Vascular Plant","Vascular Plant","1.0","1.0","[saw tooth sandmat, sawtooth euphorbia, sawtooth sandmat]","[no common name]","[saw tooth sandmat, sawtooth euphorbia, sawtooth sandmat]","[no common name]","0.23529411764705888","0.23529411764705888","saw tooth sandmat sawtooth euphorbia sawtooth sandmat","no common name","saw tooth sandmat sawtooth euphorbia sawtooth sandmat","no common name","0.0","0.0","southwest","southeast","southwest","southeast","0.0","0.0"
"WekaMatchingRule","BIO16341","ES256","0.45",,"eriogonum darrovii","eriogonum kennedyi var. austromontanum","eriogonum darrovii","eriogonum kennedyi var. austromontanum","0.2","0.2","eriogonum darrovii","eriogonum kennedyi var. austromontanum","eriogonum darrovii","eriogonum kennedyi var. austromontanum","0.39473684210526316","0.39473684210526316","Vascular Plant","Vascular Plant","Vascular Plant","Vascular Plant","1.0","1.0","[darrow s wild buckwheat, carrot buckwheat, darrow s buckwheat]","[southern mountain wild buckwheat]","[darrow s wild buckwheat, carrot buckwheat, darrow s buckwheat]","[southern mountain wild buckwheat]","0.53125","0.53125","darrow s wild buckwheat carrot buckwheat darrow s buckwheat","southern mountain wild buckwheat","darrow s wild buckwheat carrot buckwheat darrow s buckwheat","southern mountain wild buckwheat","0.2857142857142857","0.2857142857142857","pacific southwest","pacific southwest","pacific southwest","pacific southwest","1.0","1.0"
"WekaMatchingRule","BIO41729","ES37","0.0",,"stenotus acaulis var. glabratus","stenogyne bifida","stenotus acaulis var. glabratus","stenogyne bifida","0.0","0.0","stenotus acaulis var. glabratus","stenogyne bifida","stenotus acaulis var. glabratus","stenogyne bifida","0.22580645161290325","0.22580645161290325","Vascular Plant","Vascular Plant","Vascular Plant","Vascular Plant","1.0","1.0","[stemless mock goldenweed]","[no common name]","[stemless mock goldenweed]","[no common name]","0.20833333333333337","0.20833333333333337","stemless mock goldenweed","no common name","stemless mock goldenweed","no common name","0.0","0.0","pacific southwest","pacific","pacific southwest","pacific","0.5","0.5"
"WekaMatchingRule","BIO12154","ES629","1.0","1","ctenitis squamigera","ctenitis squamigera","ctenitis squamigera","ctenitis squamigera","1.0","1.0","ctenitis squamigera","ctenitis squamigera","ctenitis squamigera","ctenitis squamigera","1.0","1.0","Vascular Plant","Vascular Plant","Vascular Plant","Vascular Plant","1.0","1.0","[pauoa]","[pauoa]","[pauoa]","[pauoa]","1.0","1.0","pauoa","pauoa","pauoa","pauoa","1.0","1.0","pacific","pacific","pacific","pacific","1.0","1.0"
"WekaMatchingRule","BIO12731","ES1404","0.0",,"cypseloides niger","cyprinella formosa","cypseloides niger","cyprinella formosa","0.0","0.0","cypseloides niger","cyprinella formosa","cypseloides niger","cyprinella formosa","0.2222222222222222","0.2222222222222222","Bird","Fish","Bird","Fish","0.0","0.0","[american black swift, black swift]","[beautiful shiner]","[american black swift, black swift]","[beautiful shiner]","0.3125","0.3125","american black swift black swift","beautiful shiner","american black swift black swift","beautiful shiner","0.0","0.0","mountain prairie pacific southwest southwest pacific southeast","southwest","mountain prairie pacific southwest southwest pacific southeast","southwest","0.2","0.2"
"WekaMatchingRule","BIO43849","ES208","0.0",,"triaenodes","trichilia triacantha","triaenodes","trichilia triacantha","0.0","0.0","triaenodes","trichilia triacantha","triaenodes","trichilia triacantha","0.19999999999999996","0.19999999999999996","Insect","Vascular Plant","Insect","Vascular Plant","0.0","0.0","[none]","[bariaco]","[none]","[bariaco]","0.0","0.0","none","bariaco","none","bariaco","0.0","0.0","pacific southwest northeast midwest southeast","southeast","pacific southwest northeast midwest southeast","southeast","0.2","0.2"
"WekaMatchingRule","BIO23916","ES730","0.0",,"lepidostoma americanum","lepidium arbuscula","lepidostoma americanum","lepidium arbuscula","0.0","0.0","lepidostoma americanum","lepidium arbuscula","lepidostoma americanum","lepidium arbuscula","0.40909090909090906","0.40909090909090906","Insect","Vascular Plant","Insect","Vascular Plant","0.0","0.0","[none]","[ anaunau]","[none]","[ anaunau]","0.25","0.25","none"," anaunau","none"," anaunau","0.0","0.0","southeast","pacific","southeast","pacific","0.0","0.0"
"WekaMatchingRule","BIO45110","ES766","0.0",,"verrucaria devergescens","verbesina dissita","verrucaria devergescens","verbesina dissita","0.0","0.0","verrucaria devergescens","verbesina dissita","verrucaria devergescens","verbesina dissita","0.30434782608695654","0.30434782608695654","Fungi","Vascular Plant","Fungi","Vascular Plant","0.0","0.0","[wart lichen]","[big leaved crownbeard]","[wart lichen]","[big leaved crownbeard]","0.1428571428571429","0.1428571428571429","wart lichen","big leaved crownbeard","wart lichen","big leaved crownbeard","0.0","0.0","alaska","pacific southwest","alaska","pacific southwest","0.0","0.0"
"WekaMatchingRule","BIO41765","ES74","0.0",,"stephanomeria fluminea","stenogyne kanehoana","stephanomeria fluminea","stenogyne kanehoana","0.0","0.0","stephanomeria fluminea","stenogyne kanehoana","stephanomeria fluminea","stenogyne kanehoana","0.31818181818181823","0.31818181818181823","Vascular Plant","Vascular Plant","Vascular Plant","Vascular Plant","1.0","1.0","[flume wirelettuce]","[no common name]","[flume wirelettuce]","[no common name]","0.11764705882352944","0.11764705882352944","flume wirelettuce","no common name","flume wirelettuce","no common name","0.0","0.0","mountain prairie","pacific","mountain prairie","pacific","0.0","0.0"
"WekaMatchingRule","BIO37424","ES1560","0.0",,"rhizagrotis cloanthodes","rhinichthys osculus oligoporus","rhizagrotis cloanthodes","rhinichthys osculus oligoporus","0.0","0.0","rhizagrotis cloanthodes","rhinichthys osculus oligoporus","rhizagrotis cloanthodes","rhinichthys osculus oligoporus","0.33333333333333337","0.33333333333333337","Insect","Fish","Insect","Fish","0.0","0.0","[none]","[clover valley speckled dace]","[none]","[clover valley speckled dace]","0.07407407407407407","0.07407407407407407","none","clover valley speckled dace","none","clover valley speckled dace","0.0","0.0","pacific southwest","pacific southwest","pacific southwest","pacific southwest","1.0","1.0"
"WekaMatchingRule","BIO14453","ES938","0.35",,"drosophila canavalia","drosophila differens","drosophila canavalia","drosophila differens","0.3333333333333333","0.3333333333333333","drosophila canavalia","drosophila differens","drosophila canavalia","drosophila differens","0.55","0.55","Insect","Insect","Insect","Insect","1.0","1.0","[none]","[hawaiian picture wing fly]","[none]","[hawaiian picture wing fly]","0.07999999999999996","0.07999999999999996","none","hawaiian picture wing fly","none","hawaiian picture wing fly","0.0","0.0","pacific","pacific","pacific","pacific","1.0","1.0"
"WekaMatchingRule","BIO28920","ES551","0.0",,"neotoma","neostapfia colusana","neotoma","neostapfia colusana","0.0","0.0","neotoma","neostapfia colusana","neotoma","neostapfia colusana","0.3157894736842105","0.3157894736842105","Mammal","Vascular Plant","Mammal","Vascular Plant","0.0","0.0","[woodrat, woodrats, unknown woodrat, packrats]","[colusa grass]","[woodrat, woodrats, unknown woodrat, packrats]","[colusa grass]","0.33333333333333337","0.33333333333333337","woodrat woodrats unknown woodrat packrats","colusa grass","woodrat woodrats unknown woodrat packrats","colusa grass","0.0","0.0","pacific southwest southwest","pacific southwest","pacific southwest southwest","pacific southwest","1.0","1.0"
"WekaMatchingRule","BIO16226","ES135","0.68",,"erigeron speciosus var. speciosus","erigeron rhizomatus","erigeron speciosus var. speciosus","erigeron rhizomatus","0.25","0.25","erigeron speciosus var. speciosus","erigeron rhizomatus","erigeron speciosus var. speciosus","erigeron rhizomatus","0.3939393939393939","0.3939393939393939","Vascular Plant","Vascular Plant","Vascular Plant","Vascular Plant","1.0","1.0","[showy fleabane, aspen daisy, aspen fleabane]","[zuni fleabane]","[showy fleabane, aspen daisy, aspen fleabane]","[zuni fleabane]","0.6428571428571428","0.6428571428571428","showy fleabane aspen daisy aspen fleabane","zuni fleabane","showy fleabane aspen daisy aspen fleabane","zuni fleabane","0.2","0.2","southwest pacific mountain prairie","southwest","southwest pacific mountain prairie","southwest","0.25","0.25"
"WekaMatchingRule","BIO04155","ES106","0.58",,"astragalus beckwithii","astragalus cremnophylax var. cremnophylax","astragalus beckwithii","astragalus cremnophylax var. cremnophylax","0.25","0.25","astragalus beckwithii","astragalus cremnophylax var. cremnophylax","astragalus beckwithii","astragalus cremnophylax var. cremnophylax","0.3414634146341463","0.3414634146341463","Vascular Plant","Vascular Plant","Vascular Plant","Vascular Plant","1.0","1.0","[beckwith s milkvetch]","[sentry milk vetch]","[beckwith s milkvetch]","[sentry milk vetch]","0.55","0.55","beckwith s milkvetch","sentry milk vetch","beckwith s milkvetch","sentry milk vetch","0.0","0.0","pacific southwest mountain prairie","southwest","pacific southwest mountain prairie","southwest","0.25","0.25"
"WekaMatchingRule","BIO21741","ES1601","0.0",,"hypogymnia duplicata","hypomesus transpacificus","hypogymnia duplicata","hypomesus transpacificus","0.0","0.0","hypogymnia duplicata","hypomesus transpacificus","hypogymnia duplicata","hypomesus transpacificus","0.25","0.25","Fungi","Fish","Fungi","Fish","0.0","0.0","[none]","[delta smelt]","[none]","[delta smelt]","0.09090909090909094","0.09090909090909094","none","delta smelt","none","delta smelt","0.0","0.0","pacific","pacific southwest","pacific","pacific southwest","0.5","0.5"
"WekaMatchingRule","BIO16556","ES340","0.0",,"erioneuron avenaceum","erigeron parishii","erioneuron avenaceum","erigeron parishii","0.0","0.0","erioneuron avenaceum","erigeron parishii","erioneuron avenaceum","erigeron parishii","0.4","0.4","Vascular Plant","Vascular Plant","Vascular Plant","Vascular Plant","1.0","1.0","[shortleaf woollygrass, shortleaf tridens]","[parish s daisy]","[shortleaf woollygrass, shortleaf tridens]","[parish s daisy]","0.17647058823529416","0.17647058823529416","shortleaf woollygrass shortleaf tridens","parish s daisy","shortleaf woollygrass shortleaf tridens","parish s daisy","0.0","0.0","southwest","pacific southwest","southwest","pacific southwest","0.5","0.5"
"WekaMatchingRule","BIO35654","ES860","1.0","1","pritchardia maideniana","pritchardia maideniana","pritchardia maideniana","pritchardia maideniana","1.0","1.0","pritchardia maideniana","pritchardia maideniana","pritchardia maideniana","pritchardia maideniana","1.0","1.0","Vascular Plant","Vascular Plant","Vascular Plant","Vascular Plant","1.0","1.0","[loulu]","[loulu]","[loulu]","[loulu]","1.0","1.0","loulu","loulu","loulu","loulu","1.0","1.0","pacific","pacific","pacific","pacific","1.0","1.0"
"WekaMatchingRule","BIO11454","ES941","0.0",,"cortinarius pingue","corvus leucognaphalus","cortinarius pingue","corvus leucognaphalus","0.0","0.0","cortinarius pingue","corvus leucognaphalus","cortinarius pingue","corvus leucognaphalus","0.2857142857142857","0.2857142857142857","Fungi","Bird","Fungi","Bird","0.0","0.0","[none]","[white necked crow]","[none]","[white necked crow]","0.11764705882352944","0.11764705882352944","none","white necked crow","none","white necked crow","0.0","0.0","mountain prairie","southeast","mountain prairie","southeast","0.0","0.0"
"WekaMatchingRule","BIO04049","ES747","0.0",,"aster patens var. gracilis","astragalus montii","aster patens var. gracilis","astragalus montii","0.0","0.0","aster patens var. gracilis","astragalus montii","aster patens var. gracilis","astragalus montii","0.34615384615384615","0.34615384615384615","Vascular Plant","Vascular Plant","Vascular Plant","Vascular Plant","1.0","1.0","[aster, slender]","[heliotrope milk vetch]","[aster, slender]","[heliotrope milk vetch]","0.1428571428571429","0.1428571428571429","aster slender","heliotrope milk vetch","aster slender","heliotrope milk vetch","0.0","0.0","southeast","mountain prairie","southeast","mountain prairie","0.0","0.0"
"WekaMatchingRule","BIO06908","ES1511","0.0",,"calystegia macrostegia","calidris canutus rufa","calystegia macrostegia","calidris canutus rufa","0.0","0.0","calystegia macrostegia","calidris canutus rufa","calystegia macrostegia","calidris canutus rufa","0.31818181818181823","0.31818181818181823","Vascular Plant","Bird","Vascular Plant","Bird","0.0","0.0","[island morning glory]","[red knot]","[island morning glory]","[red knot]","0.19999999999999996","0.19999999999999996","island morning glory","red knot","island morning glory","red knot","0.0","0.0","pacific southwest","northeast","pacific southwest","northeast","0.0","0.0"
"WekaMatchingRule","BIO39258","ES811","0.0",,"schizachne purpurascens","schiedea laui","schizachne purpurascens","schiedea laui","0.0","0.0","schizachne purpurascens","schiedea laui","schizachne purpurascens","schiedea laui","0.26086956521739135","0.26086956521739135","Vascular Plant","Vascular Plant","Vascular Plant","Vascular Plant","1.0","1.0","[false melic grass, false melic]","[no common name]","[false melic grass, false melic]","[no common name]","0.17647058823529416","0.17647058823529416","false melic grass false melic","no common name","false melic grass false melic","no common name","0.0","0.0","northeast mountain prairie pacific alaska midwest","pacific","northeast mountain prairie pacific alaska midwest","pacific","0.16666666666666666","0.16666666666666666"
"WekaMatchingRule","BIO08074","ES219","0.0",,"carterocephalus palaemon","cardamine micranthera","carterocephalus palaemon","cardamine micranthera","0.0","0.0","carterocephalus palaemon","cardamine micranthera","carterocephalus palaemon","cardamine micranthera","0.20833333333333337","0.20833333333333337","Insect","Vascular Plant","Insect","Vascular Plant","0.0","0.0","[arctic skipper]","[small anthered bittercress]","[arctic skipper]","[small anthered bittercress]","0.1923076923076923","0.1923076923076923","arctic skipper","small anthered bittercress","arctic skipper","small anthered bittercress","0.0","0.0","pacific alaska","southeast","pacific alaska","southeast","0.0","0.0"
"WekaMatchingRule","BIO11375","ES112","0.0",,"cornus amomum","cordylanthus maritimus ssp. maritimus","cornus amomum","cordylanthus maritimus ssp. maritimus","0.0","0.0","cornus amomum","cordylanthus maritimus ssp. maritimus","cornus amomum","cordylanthus maritimus ssp. maritimus","0.29729729729729726","0.29729729729729726","Vascular Plant","Vascular Plant","Vascular Plant","Vascular Plant","1.0","1.0","[silky dogwood]","[salt marsh bird s beak]","[silky dogwood]","[salt marsh bird s beak]","0.18181818181818177","0.18181818181818177","silky dogwood","salt marsh bird s beak","silky dogwood","salt marsh bird s beak","0.0","0.0","northeast southeast midwest","pacific southwest","northeast southeast midwest","pacific southwest","0.0","0.0"
