"RecordIDS","AverageConsistency","scientificName-Consistency","scientificName-Values","category-Consistency","category-Values","listingStatuses-Consistency","listingStatuses-Values","commonNames-Consistency","commonNames-Values","regionnames-Consistency","regionnames-Values","regions-Consistency","regions-Values"
"BIO10165+http://www.wikidata.org/entity/q1278746","0.6666666666666666","0.0","{cladina portentosa|cladonia portentosa}","1.0","{Fungi|Fungi}","1.0","{[none]}","0.0","{[reindeer lichen]|[reindeer lichen, cladonia portentosa]}","1.0","{[southeast, alaska]}","1.0","{[4, 7]}"
"BIO39747+http://www.wikidata.org/entity/q906880","0.8333333333333334","1.0","{selasphorus platycercus|selasphorus platycercus}","1.0","{Bird|Bird}","0.0","{[none]|[least concern]}","1.0","{[broad tailed hummingbird]|[broad tailed hummingbird]}","1.0","{[pacific southwest, southwest, pacific, mountain prairie]}","1.0","{[8, 2, 1, 6]}"
"BIO15443+BIO15444+ES1089+http://www.wikidata.org/entity/q41407","0.6805555555555555","0.5","{enhydra lutris|enhydra lutris nereis|enhydra lutris nereis|enhydra lutris}","1.0","{Mammal|Mammal|Mammal|Mammal}","0.5","{[none]|[threatened]|[threatened]|[endangered]}","0.75","{[sea otter]|[sea otter]|[southern sea otter]|[sea otter]}","0.6666666666666666","{[pacific southwest, pacific, alaska]|[pacific southwest]|[pacific southwest]}","0.6666666666666666","{[8, 1, 7]|[8]|[8]}"
"BIO39993+http://www.wikidata.org/entity/q1796044","0.6666666666666666","1.0","{seriphus politus|seriphus politus}","1.0","{Fish|Fish}","0.0","{[none]|[least concern]}","0.0","{[queenfish]|[queen croaker, queenfish, drum]}","1.0","{[pacific southwest]}","1.0","{[8]}"
"BIO00697+http://www.wikidata.org/entity/q732875","0.6666666666666666","1.0","{aeshna juncea|aeshna juncea}","1.0","{Insect|Insect}","0.0","{[none]|[least concern]}","0.0","{[sedge darner]|[sedge darner, common hawker, aeshna juncea]}","1.0","{[pacific, mountain prairie]}","1.0","{[1, 6]}"
"BIO29794+http://www.wikidata.org/entity/q1855264","0.8333333333333334","1.0","{oecetis inconspicua|oecetis inconspicua}","1.0","{Insect|Insect}","1.0","{[none]}","0.0","{[none]|[oecetis inconspicua]}","1.0","{[pacific southwest, southeast, mountain prairie]}","1.0","{[8, 4, 6]}"
"BIO19904+http://www.wikidata.org/entity/q1380916","0.8333333333333334","1.0","{harmonia conformis|harmonia conformis}","1.0","{Insect|Insect}","1.0","{[none]}","0.0","{[none]|[harmonia conformis]}","1.0","{[pacific]}","1.0","{[1]}"
"BIO42714+BIO42715+http://www.wikidata.org/entity/q386410","0.38888888888888884","0.6666666666666666","{tamiasciurus douglasi|tamiasciurus douglasii|tamiasciurus douglasii}","1.0","{Mammal|Mammal|Mammal}","0.6666666666666666","{[none]|[none]|[least concern]}","0.0","{[none]|[douglas  squirrel, chickaree, douglas s squirrel, douglas squirrel]|[douglass squirrel, douglas’s squirrel, douglas squirrel]}","0.0","{[pacific southwest]|[pacific southwest, pacific]}","0.0","{[8]|[8, 1]}"
"BIO25678+http://www.wikidata.org/entity/q955345","0.6666666666666666","1.0","{lutjanus jocu|lutjanus jocu}","1.0","{Fish|Fish}","0.0","{[none]|[data deficient]}","0.0","{[dog snapper]|[dogs tooth snapper, dogtooth pargue, snuggletooth snapper, snapper, dogteeth pargue, pargue, dog snapper, dogteeth snapper, lutjanus jocu]}","1.0","{[southeast]}","1.0","{[4]}"
"BIO06611+http://www.wikidata.org/entity/q1007906","0.6666666666666666","1.0","{callipepla gambelii|callipepla gambelii}","1.0","{Bird|Bird}","0.0","{[none]|[least concern]}","0.0","{[gambel s quail]|[gambels quail, callipepla gambelii]}","1.0","{[pacific southwest, southwest, mountain prairie]}","1.0","{[8, 2, 6]}"
"BIO01114+http://www.wikidata.org/entity/q1313339","0.8333333333333334","1.0","{alaus oculatus|alaus oculatus}","1.0","{Insect|Insect}","1.0","{[none]}","0.0","{[eyed elater, eastern eyed click beetle]|[eyed click beetle, eyed elater, alaus oculatus]}","1.0","{[southeast]}","1.0","{[4]}"
"BIO40834+BIO40835+http://www.wikidata.org/entity/q1763143","0.38888888888888884","0.6666666666666666","{sorex bendirei|sorex bendirii|sorex bendirii}","1.0","{Mammal|Mammal|Mammal}","0.6666666666666666","{[none]|[none]|[least concern]}","0.0","{[none]|[bendire s shrew, pacific water shrew, bendire s water shrew, bendire water shrew, marsh shrew, pacific marsh shrew]|[pacific marsh shrew, pacific water shrew, marsh shrew]}","0.0","{[pacific southwest]|[pacific southwest, pacific]}","0.0","{[8]|[8, 1]}"
"BIO21519+http://www.wikidata.org/entity/q1823364","0.8333333333333334","1.0","{hymeniacidon ungodon|hymeniacidon ungodon}","1.0","{Invertebrate|Invertebrate}","1.0","{[none]}","0.0","{[none]|[hymeniacidon ungodon]}","1.0","{[pacific southwest]}","1.0","{[8]}"
"BIO14027+ES1605+http://www.wikidata.org/entity/q304884","0.27777777777777773","0.6666666666666666","{dipodomys merriami|dipodomys merriami parvus|dipodomys merriami}","1.0","{Mammal|Mammal|Mammal}","0.0","{[none]|[endangered]|[least concern]}","0.0","{[merriam s kangaroo rat]|[san bernardino merriam s kangaroo rat]|[merriams kangaroo rat, merriam’s kangaroo rat, merriams kangaroo rat]}","0.0","{[pacific southwest, southwest, mountain prairie]|[pacific southwest]}","0.0","{[8, 2, 6]|[8]}"
"BIO37037+http://www.wikidata.org/entity/q59954","0.8333333333333334","1.0","{rana blairi|rana blairi}","1.0","{Amphibian|Amphibian}","1.0","{[none]}","0.0","{[plains leopard frog]|[rana blairi]}","1.0","{[southwest, mountain prairie]}","1.0","{[2, 6]}"
"BIO02448+http://www.wikidata.org/entity/q2114096","0.8333333333333334","1.0","{anthicus lutulentus|anthicus lutulentus}","1.0","{Insect|Insect}","1.0","{[none]}","0.0","{[none]|[anthicus lutulentus]}","1.0","{[pacific southwest]}","1.0","{[8]}"
"BIO21937+http://www.wikidata.org/entity/q783121","0.8333333333333334","1.0","{icerya purchasi|icerya purchasi}","1.0","{Insect|Insect}","1.0","{[none]}","0.0","{[cottony cushion scale]|[cottony cushion scale, icerya purchasi]}","1.0","{[pacific]}","1.0","{[1]}"
"BIO32319+http://www.wikidata.org/entity/q301624","0.8333333333333334","1.0","{perdita flavipes|perdita flavipes}","1.0","{Insect|Insect}","1.0","{[none]}","0.0","{[none]|[perdita flavipes]}","1.0","{[pacific southwest]}","1.0","{[8]}"
"BIO31977+BIO31978+http://www.wikidata.org/entity/q2068355","0.4444444444444444","0.6666666666666666","{peltigera polydactyla|peltigera polydactylon|peltigera polydactylon}","1.0","{Fungi|Fungi|Fungi}","1.0","{[none]|[none]}","0.0","{[none]|[felt lichen]|[felt lichen, many fruited pelt; &nbsp; felt lichen, peltigera polydactylon]}","0.0","{[northeast, southeast, pacific, alaska]|[southeast, alaska]}","0.0","{[5, 4, 1, 7]|[4, 7]}"
"BIO32857+http://www.wikidata.org/entity/q1188364","0.6666666666666666","1.0","{phainopepla nitens|phainopepla nitens}","1.0","{Bird|Bird}","0.0","{[species of concern]|[least concern]}","0.0","{[phainopepla]|[phainopepla, phainopepla nitens]}","1.0","{[pacific southwest, southwest, pacific, mountain prairie]}","1.0","{[8, 2, 1, 6]}"
"BIO40125+http://www.wikidata.org/entity/q600880","0.6666666666666666","1.0","{sialia sialis|sialia sialis}","1.0","{Bird|Bird}","0.0","{[none]|[least concern]}","0.0","{[bluebird, eastern bluebird]|[eastern bluebird]}","1.0","{[northeast, mountain prairie, southwest, southeast, midwest]}","1.0","{[5, 6, 2, 4, 3]}"
"BIO42717+ES1473+http://www.wikidata.org/entity/q326976","0.27777777777777773","0.6666666666666666","{tamiasciurus hudsonicus|tamiasciurus hudsonicus grahamensis|tamiasciurus hudsonicus}","1.0","{Mammal|Mammal|Mammal}","0.0","{[none]|[endangered]|[least concern]}","0.0","{[red squirrel, chickaree, pine squirrel]|[mount graham red squirrel]|[mountain weasel, american red sqirrel, mount graham red squirrel, american red squirrel, red squirrel]}","0.0","{[northeast, mountain prairie, southwest, pacific, alaska, southeast, midwest]|[southwest]}","0.0","{[5, 6, 2, 1, 7, 4, 3]|[2]}"
"BIO29178+http://www.wikidata.org/entity/q1057928","0.8333333333333334","1.0","{nesticella mogera|nesticella mogera}","1.0","{Spider/Scorpion|Spider/Scorpion}","1.0","{[none]}","0.0","{[none]|[nesticella mogera]}","1.0","{[pacific]}","1.0","{[1]}"
"BIO40495+http://www.wikidata.org/entity/q597684","0.8333333333333334","1.0","{sitta canadensis|sitta canadensis}","1.0","{Bird|Bird}","0.0","{[none]|[least concern]}","1.0","{[red breasted nuthatch]|[red breasted nuthatch]}","1.0","{[northeast, mountain prairie, pacific southwest, southwest, pacific, alaska, southeast, midwest]}","1.0","{[5, 6, 8, 2, 1, 7, 4, 3]}"
"BIO33615+http://www.wikidata.org/entity/q469151","0.6666666666666666","1.0","{picea rubens|picea rubens}","1.0","{Vascular Plant|Vascular Plant}","0.0","{[none]|[least concern]}","0.0","{[red spruce]|[eastern spruce, red spruce, picea rubens]}","1.0","{[northeast, southeast]}","1.0","{[5, 4]}"
"BIO29733+http://www.wikidata.org/entity/q2046392","0.6666666666666666","1.0","{octogomphus specularis|octogomphus specularis}","1.0","{Insect|Insect}","0.0","{[none]|[least concern]}","0.0","{[grappletail]|[grappletail, octogomphus specularis]}","1.0","{[pacific southwest]}","1.0","{[8]}"
"BIO43359+http://www.wikidata.org/entity/q997457","0.6666666666666666","1.0","{thryomanes bewickii|thryomanes bewickii}","1.0","{Bird|Bird}","0.0","{[none]|[least concern]}","0.0","{[bewick s wren, eastern bewick s wren]|[bewick s wren]}","1.0","{[northeast, mountain prairie, pacific southwest, southwest, pacific, southeast]}","1.0","{[5, 6, 8, 2, 1, 4]}"
"BIO25815+http://www.wikidata.org/entity/q865798","0.8333333333333334","1.0","{lycoperdon pyriforme|lycoperdon pyriforme}","1.0","{Fungi|Fungi}","1.0","{[none]}","0.0","{[none]|[lycoperdon pyriforme]}","1.0","{[pacific southwest, northeast, pacific]}","1.0","{[8, 5, 1]}"
"BIO44315+http://www.wikidata.org/entity/q1757795","0.8333333333333334","1.0","{trochosa terricola|trochosa terricola}","1.0","{Spider/Scorpion|Spider/Scorpion}","1.0","{[none]}","0.0","{[none]|[trochosa terricola]}","1.0","{[southwest, pacific]}","1.0","{[2, 1]}"
"BIO42689+http://www.wikidata.org/entity/q1766259","0.8333333333333334","1.0","{tamias alpinus|tamias alpinus}","1.0","{Mammal|Mammal}","1.0","{[none]}","0.0","{[alpine chipmunk]|[alpine chipmunk, tamias alpinus]}","1.0","{[pacific southwest]}","1.0","{[8]}"
"BIO29494+http://www.wikidata.org/entity/q532766","0.8333333333333334","1.0","{nucella emarginata|nucella emarginata}","1.0","{Slug/Snail|Slug/Snail}","1.0","{[none]}","0.0","{[emarginate dogwinkle]|[nucella emarginata]}","1.0","{[pacific southwest]}","1.0","{[8]}"
"BIO23265+ES1226+http://www.wikidata.org/entity/q309013","0.5555555555555555","1.0","{lampsilis abrupta|lampsilis abrupta|lampsilis abrupta}","1.0","{Invertebrate|Invertebrate|Invertebrate}","0.6666666666666666","{[endangered]|[endangered]|[vulnerable]}","0.6666666666666666","{[pink mucket]|[pink mucket (pearlymussel)]|[pink mucket]}","0.0","{[southeast]|[midwest]}","0.0","{[4]|[3]}"
"BIO22274+ES239","1.0","1.0","{ischaemum byrone|ischaemum byrone}","1.0","{Vascular Plant|Vascular Plant}","1.0","{[endangered]|[endangered]}","1.0","{[hilo ischaemum]|[hilo ischaemum]}","1.0","{[pacific]|[pacific]}","1.0","{[1]|[1]}"
"BIO01532+http://www.wikidata.org/entity/q1380229","0.8333333333333334","1.0","{amara alpina|amara alpina}","1.0","{Insect|Insect}","1.0","{[none]}","0.0","{[none]|[amara alpina]}","1.0","{[mountain prairie]}","1.0","{[6]}"
"BIO11942+http://www.wikidata.org/entity/q1815640","0.8333333333333334","1.0","{cryphoeca exlineae|cryphoeca exlineae}","1.0","{Spider/Scorpion|Spider/Scorpion}","1.0","{[none]}","0.0","{[none]|[cryphoeca exlineae]}","1.0","{[pacific]}","1.0","{[1]}"
"BIO02638+http://www.wikidata.org/entity/q1429672","0.6666666666666666","1.0","{apalone ferox|apalone ferox}","1.0","{Reptile|Reptile}","0.0","{[none]|[least concern]}","0.0","{[florida softshell turtle, florida softshell]|[florida softshell turtle]}","1.0","{[southeast]}","1.0","{[4]}"
"BIO32398+http://www.wikidata.org/entity/q2085345","0.6666666666666666","1.0","{peristedion greyae|peristedion greyae}","1.0","{Fish|Fish}","0.0","{[none]|[least concern]}","0.0","{[prickly searobin, alligator searobin]|[peristedion greyae]}","1.0","{[southeast]}","1.0","{[4]}"
"BIO01760+http://www.wikidata.org/entity/q303369","0.8333333333333334","1.0","{ammocrypta pellucida|ammocrypta pellucida}","1.0","{Fish|Fish}","0.0","{[species of concern]|[least concern]}","1.0","{[eastern sand darter]|[eastern sand darter]}","1.0","{[southeast, midwest]}","1.0","{[4, 3]}"
"BIO38267+http://www.wikidata.org/entity/q614625","0.8333333333333334","1.0","{russula emetica|russula emetica}","1.0","{Fungi|Fungi}","1.0","{[none]}","0.0","{[none]|[russula emetica]}","1.0","{[northeast, southeast]}","1.0","{[5, 4]}"
"BIO25449+ES1232+http://www.wikidata.org/entity/q1413196","0.6666666666666666","1.0","{loxops ochraceus|loxops ochraceus|loxops ochraceus}","1.0","{Bird|Bird|Bird}","0.0","{[none]|[endangered]|[critically endangered]}","0.0","{[maui  akepa]|[maui akepa]|[maui akepa, loxops ochraceus]}","1.0","{[pacific]|[pacific]}","1.0","{[1]|[1]}"
"BIO34291+http://www.wikidata.org/entity/q1266072","0.6666666666666666","1.0","{plebejus glandon|plebejus glandon}","1.0","{Insect|Insect}","0.0","{[none]|[least concern]}","0.0","{[arctic blue]|[glandon blue, plebejus glandon]}","1.0","{[mountain prairie]}","1.0","{[6]}"
"BIO30668+ES1630+http://www.wikidata.org/entity/q1092084","0.7222222222222222","0.6666666666666666","{oryzomys palustris|oryzomys palustris natator|oryzomys palustris}","1.0","{Mammal|Mammal|Mammal}","0.0","{[none]|[endangered]|[least concern]}","0.6666666666666666","{[marsh rice rat, marsh oryzomys]|[silver rice rat]|[marsh rice rat, marsh oryzomys]}","1.0","{[southeast]|[southeast]}","1.0","{[4]|[4]}"
"BIO33604+http://www.wikidata.org/entity/q1144421","0.8333333333333334","1.0","{pica nuttalli|pica nuttalli}","1.0","{Bird|Bird}","0.0","{[species of concern]|[vulnerable]}","1.0","{[yellow billed magpie]|[yellow billed magpie]}","1.0","{[pacific southwest]}","1.0","{[8]}"
"BIO28256+http://www.wikidata.org/entity/q779576","0.8333333333333334","1.0","{myiodynastes luteiventris|myiodynastes luteiventris}","1.0","{Bird|Bird}","0.0","{[none]|[least concern]}","1.0","{[sulphur bellied flycatcher]|[sulphur bellied flycatcher]}","1.0","{[pacific southwest, southwest]}","1.0","{[8, 2]}"
"BIO10844+http://www.wikidata.org/entity/q647133","0.8333333333333334","1.0","{colias hecla|colias hecla}","1.0","{Insect|Insect}","1.0","{[none]}","0.0","{[hecla sulphur, arctic sulphur]|[hecla sulphur, colias hecla]}","1.0","{[alaska]}","1.0","{[7]}"
"BIO42056+BIO42058+ES1656","0.5","0.6666666666666666","{strix occidentalis caurina|strix occidentalis occidentalis|strix occidentalis caurina}","1.0","{Bird|Bird|Bird}","0.6666666666666666","{[threatened]|[under review]|[threatened]}","0.6666666666666666","{[northern spotted owl]|[california spotted owl]|[northern spotted owl]}","0.0","{[pacific southwest, pacific]|[pacific southwest]|[pacific]}","0.0","{[8, 1]|[8]|[1]}"
"BIO24238+http://www.wikidata.org/entity/q740052","0.8333333333333334","1.0","{lerema accius|lerema accius}","1.0","{Insect|Insect}","1.0","{[none]}","0.0","{[clouded skipper]|[clouded skipper, lerema accius]}","1.0","{[southeast]}","1.0","{[4]}"
"BIO44512+http://www.wikidata.org/entity/q673149","0.6666666666666666","1.0","{tyrannus verticalis|tyrannus verticalis}","1.0","{Bird|Bird}","0.0","{[none]|[least concern]}","0.0","{[western kingbird, arkansas kingbird]|[western kingbird]}","1.0","{[northeast, mountain prairie, pacific southwest, southwest, pacific, alaska, southeast, midwest]}","1.0","{[5, 6, 8, 2, 1, 7, 4, 3]}"
"BIO15779+http://www.wikidata.org/entity/q302871","0.8333333333333334","1.0","{epinephelus nigritus|epinephelus nigritus}","1.0","{Fish|Fish}","1.0","{[none]}","0.0","{[warsaw grouper]|[warsaw grouper, epinephelus nigritus]}","1.0","{[southeast]}","1.0","{[4]}"
"BIO37614+http://www.wikidata.org/entity/q586476","0.8333333333333334","1.0","{rhyacophila angelita|rhyacophila angelita}","1.0","{Insect|Insect}","1.0","{[none]}","0.0","{[none]|[rhyacophila angelita]}","1.0","{[pacific, mountain prairie]}","1.0","{[1, 6]}"
"BIO06545+http://www.wikidata.org/entity/q488341","0.8333333333333334","1.0","{calidris mauri|calidris mauri}","1.0","{Bird|Bird}","0.0","{[none]|[least concern]}","1.0","{[western sandpiper]|[western sandpiper]}","1.0","{[northeast, mountain prairie, pacific southwest, southwest, pacific, alaska, southeast, midwest]}","1.0","{[5, 6, 8, 2, 1, 7, 4, 3]}"
"BIO23076+http://www.wikidata.org/entity/q1377524","0.8333333333333334","1.0","{lactarius helvus|lactarius helvus}","1.0","{Fungi|Fungi}","1.0","{[none]}","0.0","{[none]|[fenugreek milkcap, lactarius helvus]}","1.0","{[northeast]}","1.0","{[5]}"
"BIO33783+http://www.wikidata.org/entity/q2045958","0.6666666666666666","1.0","{pinus resinosa|pinus resinosa}","1.0","{Vascular Plant|Vascular Plant}","0.0","{[none]|[least concern]}","0.0","{[red pine, norway pine]|[red pine, norway pine, pinus resinosa]}","1.0","{[northeast, midwest]}","1.0","{[5, 3]}"
"BIO01520+http://www.wikidata.org/entity/q1445543","0.8333333333333334","1.0","{amanita strobiliformis|amanita strobiliformis}","1.0","{Fungi|Fungi}","1.0","{[none]}","0.0","{[none]|[amanita strobiliformis]}","1.0","{[pacific southwest]}","1.0","{[8]}"
"BIO15666+http://www.wikidata.org/entity/q2035006","0.8333333333333334","1.0","{epicauta tenuilineata|epicauta tenuilineata}","1.0","{Insect|Insect}","1.0","{[none]}","0.0","{[none]|[epicauta tenuilineata]}","1.0","{[pacific southwest]}","1.0","{[8]}"
"BIO29814+http://www.wikidata.org/entity/q26420","0.6666666666666666","1.0","{oenanthe oenanthe|oenanthe oenanthe}","1.0","{Bird|Bird}","0.0","{[none]|[least concern]}","0.0","{[northern wheateater, northern wheatear, greenland wheatear, wheatear]|[european wheatear, wheatear, northern wheatear]}","1.0","{[northeast, southeast, alaska]}","1.0","{[5, 4, 7]}"
"BIO00175+http://www.wikidata.org/entity/q481695","0.6666666666666666","1.0","{acanthostracion polygonius|acanthostracion polygonius}","1.0","{Fish|Fish}","0.0","{[none]|[least concern]}","0.0","{[honeycomb cowfish]|[trunkfish, honeycomb cowfish, cowfish]}","1.0","{[southeast]}","1.0","{[4]}"
"BIO43798+http://www.wikidata.org/entity/q736892","0.8333333333333334","1.0","{trametes hirsuta|trametes hirsuta}","1.0","{Fungi|Fungi}","1.0","{[none]}","0.0","{[none]|[trametes hirsuta]}","1.0","{[pacific southwest]}","1.0","{[8]}"
"BIO33888+http://www.wikidata.org/entity/q1315936","0.8333333333333334","1.0","{pisolithus arhizus|pisolithus arhizus}","1.0","{Fungi|Fungi}","1.0","{[none]}","0.0","{[none]|[pisolithus arhizus]}","1.0","{[northeast]}","1.0","{[5]}"
"BIO15511+http://www.wikidata.org/entity/q1345020","0.8333333333333334","1.0","{entodon concinnus|entodon concinnus}","1.0","{Nonvascular Plant|Nonvascular Plant}","1.0","{[none]}","0.0","{[entodon moss]|[entodon moss, entodon concinnus]}","1.0","{[southeast]}","1.0","{[4]}"
"BIO01488+http://www.wikidata.org/entity/q301792","0.8333333333333334","1.0","{amanita fulva|amanita fulva}","1.0","{Fungi|Fungi}","1.0","{[none]}","0.0","{[none]|[amanita fulva]}","1.0","{[pacific southwest, southeast]}","1.0","{[8, 4]}"
"BIO17634+http://www.wikidata.org/entity/q773651","0.8333333333333334","1.0","{falco femoralis|falco femoralis}","1.0","{Bird|Bird}","0.0","{[none]|[least concern]}","1.0","{[aplomado falcon]|[aplomado falcon]}","1.0","{[southwest]}","1.0","{[2]}"
"BIO01396+http://www.wikidata.org/entity/q659283","0.6666666666666666","1.0","{alosa pseudoharengus|alosa pseudoharengus}","1.0","{Fish|Fish}","0.0","{[none]|[least concern]}","0.0","{[freshwater herring, alewife]|[alewife]}","1.0","{[northeast, midwest]}","1.0","{[5, 3]}"
"BIO21027+BIO21028+http://www.wikidata.org/entity/q1570399","0.5555555555555555","0.6666666666666666","{humaria hemisphaerica|humaria hemispherica|humaria hemisphaerica}","1.0","{Fungi|Fungi|Fungi}","1.0","{[none]|[none]}","0.6666666666666666","{[none]|[none]|[humaria hemisphaerica]}","0.0","{[northeast]|[southeast]}","0.0","{[5]|[4]}"
"BIO05603+http://www.wikidata.org/entity/q19058","0.6666666666666666","1.0","{bonasa umbellus|bonasa umbellus}","1.0","{Bird|Bird}","0.0","{[none]|[least concern]}","0.0","{[partridge, ruffed grouse, canada ruffed grouse, timber grouse]|[ruffed grouse]}","1.0","{[northeast, mountain prairie, pacific southwest, pacific, alaska, southeast, midwest]}","1.0","{[5, 6, 8, 1, 7, 4, 3]}"
"BIO42240+http://www.wikidata.org/entity/q58697","0.6666666666666666","1.0","{sus scrofa|sus scrofa}","1.0","{Mammal|Mammal}","0.0","{[none]|[least concern]}","0.0","{[wild pig, pua a, feral pig, hog, pua a, wild boar, domestic pig, pig (feral), feral hog, pig]|[wild boar, european wild pig, eurasian wild pig, ryukyu islands wild pig, eurasian wild boar, wild pig]}","1.0","{[pacific southwest, southwest, pacific, southeast]}","1.0","{[8, 2, 1, 4]}"
"BIO36100+http://www.wikidata.org/entity/q1114526","0.8333333333333334","1.0","{pseudoplectania nigrella|pseudoplectania nigrella}","1.0","{Fungi|Fungi}","1.0","{[none]}","0.0","{[none]|[pseudoplectania nigrella]}","1.0","{[pacific southwest]}","1.0","{[8]}"
"BIO07167+http://www.wikidata.org/entity/q969006","0.8333333333333334","1.0","{campylorhynchus brunneicapillus|campylorhynchus brunneicapillus}","1.0","{Bird|Bird}","0.0","{[species of concern]|[least concern]}","1.0","{[cactus wren]|[cactus wren]}","1.0","{[pacific southwest, southwest, mountain prairie]}","1.0","{[8, 2, 6]}"
"BIO25805+http://www.wikidata.org/entity/q1093294","0.8333333333333334","1.0","{lycoperdon echinatum|lycoperdon echinatum}","1.0","{Fungi|Fungi}","1.0","{[none]}","0.0","{[none]|[lycoperdon echinatum]}","1.0","{[northeast, mountain prairie]}","1.0","{[5, 6]}"
"BIO01121+http://www.wikidata.org/entity/q331465","0.8333333333333334","1.0","{albatrellus ovinus|albatrellus ovinus}","1.0","{Fungi|Fungi}","1.0","{[none]}","0.0","{[none]|[albatrellus ovinus]}","1.0","{[pacific southwest, mountain prairie]}","1.0","{[8, 6]}"
"BIO11925+http://www.wikidata.org/entity/q791145","0.8333333333333334","1.0","{crotophaga sulcirostris|crotophaga sulcirostris}","1.0","{Bird|Bird}","0.0","{[none]|[least concern]}","1.0","{[groove billed ani]|[groove billed ani]}","1.0","{[pacific southwest, southwest, southeast, northeast]}","1.0","{[8, 2, 4, 5]}"
"BIO06887+http://www.wikidata.org/entity/q564265","0.8333333333333334","1.0","{calypte anna|calypte anna}","1.0","{Bird|Bird}","0.0","{[none]|[least concern]}","1.0","{[anna s hummingbird]|[anna s hummingbird]}","1.0","{[mountain prairie, pacific southwest, southwest, pacific, alaska]}","1.0","{[6, 8, 2, 1, 7]}"
"BIO14103+http://www.wikidata.org/entity/q2180794","0.8333333333333334","1.0","{distoleon wilsoni|distoleon wilsoni}","1.0","{Insect|Insect}","1.0","{[none]}","0.0","{[none]|[distoleon wilsoni]}","1.0","{[pacific]}","1.0","{[1]}"
"BIO20658+ES489","1.0","1.0","{hibiscadelphus hualalaiensis|hibiscadelphus hualalaiensis}","1.0","{Vascular Plant|Vascular Plant}","1.0","{[endangered]|[endangered]}","1.0","{[hau kuahiwi]|[hau kuahiwi]}","1.0","{[pacific]|[pacific]}","1.0","{[1]|[1]}"
"BIO45383+ES1570+http://www.wikidata.org/entity/q1303897","0.38888888888888884","0.6666666666666666","{vireo bellii|vireo bellii pusillus|vireo bellii}","1.0","{Bird|Bird|Bird}","0.0","{[none]|[endangered]|[least concern]}","0.6666666666666666","{[bell s vireo]|[least bell s vireo]|[bell s vireo]}","0.0","{[pacific southwest, southwest, southeast, mountain prairie]|[pacific southwest]}","0.0","{[8, 2, 4, 6]|[8]}"
"BIO26765+http://www.wikidata.org/entity/q607925","0.6666666666666666","1.0","{melanerpes lewis|melanerpes lewis}","1.0","{Bird|Bird}","0.0","{[none]|[least concern]}","0.0","{[lewis s woodpecker, lewiss woodpecker, lewis  woodpecker]|[lewis s woodpecker]}","1.0","{[pacific southwest, southwest, pacific, mountain prairie]}","1.0","{[8, 2, 1, 6]}"
"BIO27611+http://www.wikidata.org/entity/q829683","0.6666666666666666","1.0","{mimus polyglottos|mimus polyglottos}","1.0","{Bird|Bird}","0.0","{[none]|[least concern]}","0.0","{[mockingbird, eastern mockingbird, northern mockingbird]|[northern mockingbird]}","1.0","{[northeast, mountain prairie, pacific southwest, southwest, pacific, southeast, midwest]}","1.0","{[5, 6, 8, 2, 1, 4, 3]}"
"BIO19678+http://www.wikidata.org/entity/q1566546","0.8333333333333334","1.0","{hadrurus arizonensis|hadrurus arizonensis}","1.0","{Spider/Scorpion|Spider/Scorpion}","1.0","{[none]}","0.0","{[none]|[arizona hairy scorpion, hadrurus arizonensis]}","1.0","{[pacific southwest, southwest]}","1.0","{[8, 2]}"
"BIO31071+http://www.wikidata.org/entity/q1317544","0.8333333333333334","1.0","{panaeolus acuminatus|panaeolus acuminatus}","1.0","{Fungi|Fungi}","1.0","{[none]}","0.0","{[none]|[panaeolus acuminatus]}","1.0","{[pacific southwest]}","1.0","{[8]}"
"BIO31700+http://www.wikidata.org/entity/q422873","0.6666666666666666","1.0","{passerella iliaca|passerella iliaca}","1.0","{Bird|Bird}","0.0","{[none]|[least concern]}","0.0","{[fox sparrow, eastern fox sparrow, red fox sparrow]|[fox sparrow, red fox sparrow, passerella iliaca]}","1.0","{[northeast, mountain prairie, pacific southwest, southwest, pacific, alaska, southeast, midwest]}","1.0","{[5, 6, 8, 2, 1, 7, 4, 3]}"
"BIO28536+http://www.wikidata.org/entity/q754992","0.6666666666666666","1.0","{nasua narica|nasua narica}","1.0","{Mammal|Mammal}","0.0","{[none]|[least concern]}","0.0","{[white nosed coati]|[coatimundi, white nosed coati]}","1.0","{[pacific southwest, southwest]}","1.0","{[8, 2]}"
"BIO31732+http://www.wikidata.org/entity/q512061","0.6666666666666666","1.0","{patagioenas fasciata|patagioenas fasciata}","1.0","{Bird|Bird}","0.0","{[species of concern]|[least concern]}","0.0","{[band tailed pigeon]|[band tailed pigeon, northern band tailed pigeon]}","1.0","{[mountain prairie, pacific southwest, southwest, pacific, alaska]}","1.0","{[6, 8, 2, 1, 7]}"
"BIO19712+http://www.wikidata.org/entity/q968535","0.6666666666666666","1.0","{haemulon parra|haemulon parra}","1.0","{Fish|Fish}","0.0","{[none]|[least concern]}","0.0","{[sailors choice]|[sailors choice, haemulon parra]}","1.0","{[southeast]}","1.0","{[4]}"
"BIO07120+http://www.wikidata.org/entity/q578813","0.8333333333333334","1.0","{camptorhynchus labradorius|camptorhynchus labradorius}","1.0","{Bird|Bird}","0.0","{[none]|[extinct species]}","1.0","{[labrador duck]|[labrador duck]}","1.0","{[northeast]}","1.0","{[5]}"
