"AttributeName","Consistency","ValueIDS","RecordIDS","Values","FusedValue","IsCorrect","CorrectValue"
"category","1.0","category-{BIO31071+http://www.wikidata.org/entity/q1317544}","BIO31071+http://www.wikidata.org/entity/q1317544","{Fungi|Fungi}","Fungi",,
"regionnames","1.0","regionnames-{BIO12321+ES632}","BIO12321+ES632","{[pacific]|[pacific]}","[pacific]",,
"listingStatuses","0.0","listingStatuses-{BIO04974+http://www.wikidata.org/entity/q530194}","BIO04974+http://www.wikidata.org/entity/q530194","{[species of concern]|[least concern]}","[least concern, species of concern]",,
"scientificName","0.6666666666666666","scientificName-{BIO45895+BIO45896+http://www.wikidata.org/entity/q379732}","BIO45895+BIO45896+http://www.wikidata.org/entity/q379732","{zalophus californianus|zalophus californicus|zalophus californianus}","zalophus californianus",,
"scientificName","1.0","scientificName-{BIO40979+http://www.wikidata.org/entity/q1766952}","BIO40979+http://www.wikidata.org/entity/q1766952","{spermophilus tereticaudus|spermophilus tereticaudus}","spermophilus tereticaudus",,
"regions","1.0","regions-{BIO28173}","BIO28173","{[8, 5, 1]}","[1, 5, 8]",,
"regions","1.0","regions-{BIO27941}","BIO27941","{[5, 1]}","[1, 5]",,
"commonNames","0.0","commonNames-{BIO25173+http://www.wikidata.org/entity/q837130}","BIO25173+http://www.wikidata.org/entity/q837130","{[market squid]|[opalescent squid, doryteuthis opalescens]}","[doryteuthis opalescens, market squid, opalescent squid]",,
"category","1.0","category-{BIO36524+http://www.wikidata.org/entity/q2083741}","BIO36524+http://www.wikidata.org/entity/q2083741","{Fungi|Fungi}","Fungi",,
"regionnames","1.0","regionnames-{BIO20298}","BIO20298","{[southeast]}","[southeast]",,
"listingStatuses","0.0","listingStatuses-{BIO18110+http://www.wikidata.org/entity/q855367}","BIO18110+http://www.wikidata.org/entity/q855367","{[none]|[least concern]}","[least concern, none]",,
"category","1.0","category-{BIO23652+http://www.wikidata.org/entity/q628977}","BIO23652+http://www.wikidata.org/entity/q628977","{Fungi|Fungi}","Fungi",,
"commonNames","0.0","commonNames-{BIO04472+http://www.wikidata.org/entity/q939626}","BIO04472+http://www.wikidata.org/entity/q939626","{[jacksmelt]|[jack silverside, jacksmelt, atherinopsis californiensis]}","[atherinopsis californiensis, jacksmelt, jack silverside]",,
"scientificName","1.0","scientificName-{BIO41191+http://www.wikidata.org/entity/q611861}","BIO41191+http://www.wikidata.org/entity/q611861","{sphoeroides nephelus|sphoeroides nephelus}","sphoeroides nephelus",,
"listingStatuses","0.0","listingStatuses-{BIO18473+ES723}","BIO18473+ES723","{[proposed endangered]|[endangered]}","[endangered, proposed endangered]",,
"scientificName","1.0","scientificName-{BIO31642+http://www.wikidata.org/entity/q2093403}","BIO31642+http://www.wikidata.org/entity/q2093403","{parula superciliosa|parula superciliosa}","parula superciliosa",,
"regionnames","1.0","regionnames-{BIO38248}","BIO38248","{[northeast]}","[northeast]",,
"category","1.0","category-{BIO20298+http://www.wikidata.org/entity/q515014}","BIO20298+http://www.wikidata.org/entity/q515014","{Fish|Fish}","Fish",,
"regions","0.0","regions-{BIO40772+BIO40773}","BIO40772+BIO40773","{[8, 6, 1, 7]|[6]}","[1, 6, 7, 8]",,
"listingStatuses","0.0","listingStatuses-{BIO37390+http://www.wikidata.org/entity/q2178257}","BIO37390+http://www.wikidata.org/entity/q2178257","{[none]|[least concern]}","[least concern, none]",,
"regionnames","1.0","regionnames-{BIO07066}","BIO07066","{[southeast]}","[southeast]",,
"regionnames","1.0","regionnames-{BIO04435}","BIO04435","{[southeast]}","[southeast]",,
"regionnames","1.0","regionnames-{BIO15347}","BIO15347","{[pacific southwest, southwest, pacific, mountain prairie]}","[pacific southwest, southwest, mountain prairie, pacific]",,
"category","1.0","category-{BIO40263+http://www.wikidata.org/entity/q1770032}","BIO40263+http://www.wikidata.org/entity/q1770032","{Mammal|Mammal}","Mammal",,
"regions","1.0","regions-{BIO24478}","BIO24478","{[8]}","[8]",,
"regionnames","0.0","regionnames-{BIO09263+ES1005}","BIO09263+ES1005","{[pacific southwest, southeast, pacific, alaska]|[southeast, pacific, pacific southwest]}","[pacific southwest, alaska, pacific, southeast]",,
"listingStatuses","0.0","listingStatuses-{BIO44511+http://www.wikidata.org/entity/q1071571}","BIO44511+http://www.wikidata.org/entity/q1071571","{[none]|[least concern]}","[least concern, none]",,
"scientificName","1.0","scientificName-{BIO26370+http://www.wikidata.org/entity/q2055875}","BIO26370+http://www.wikidata.org/entity/q2055875","{mangora maculata|mangora maculata}","mangora maculata",,
"regions","1.0","regions-{BIO28170}","BIO28170","{[8]}","[8]",,
"listingStatuses","1.0","listingStatuses-{BIO27522}","BIO27522","{[none]}","[none]",,
"regionnames","1.0","regionnames-{BIO16677}","BIO16677","{[southeast]}","[southeast]",,
"regionnames","1.0","regionnames-{BIO38247}","BIO38247","{[pacific southwest]}","[pacific southwest]",,
"category","1.0","category-{BIO39613+http://www.wikidata.org/entity/q292278}","BIO39613+http://www.wikidata.org/entity/q292278","{Fish|Fish}","Fish",,
"regions","1.0","regions-{BIO25678}","BIO25678","{[4]}","[4]",,
"category","1.0","category-{BIO31642+http://www.wikidata.org/entity/q2093403}","BIO31642+http://www.wikidata.org/entity/q2093403","{Bird|Bird}","Bird",,
"regions","1.0","regions-{BIO00375}","BIO00375","{[8]}","[8]",,
"regionnames","1.0","regionnames-{BIO23895}","BIO23895","{[pacific]}","[pacific]",,
"category","1.0","category-{BIO12261+http://www.wikidata.org/entity/q2160647}","BIO12261+http://www.wikidata.org/entity/q2160647","{Insect|Insect}","Insect",,
"listingStatuses","1.0","listingStatuses-{BIO12742+ES778}","BIO12742+ES778","{[endangered]|[endangered]}","[endangered]",,
"scientificName","1.0","scientificName-{BIO40011+http://www.wikidata.org/entity/q1562068}","BIO40011+http://www.wikidata.org/entity/q1562068","{serranus subligarius|serranus subligarius}","serranus subligarius",,
"listingStatuses","1.0","listingStatuses-{BIO28986}","BIO28986","{[none]}","[none]",,
"regionnames","1.0","regionnames-{BIO15346}","BIO15346","{[pacific southwest, southwest, pacific, mountain prairie]}","[pacific southwest, southwest, mountain prairie, pacific]",,
"scientificName","1.0","scientificName-{BIO14682+http://www.wikidata.org/entity/q937406}","BIO14682+http://www.wikidata.org/entity/q937406","{dryopteris expansa|dryopteris expansa}","dryopteris expansa",,
"category","1.0","category-{BIO25792+http://www.wikidata.org/entity/q664819}","BIO25792+http://www.wikidata.org/entity/q664819","{Fish|Fish}","Fish",,
"regions","1.0","regions-{BIO27165+ES1427}","BIO27165+ES1427","{[4]|[4]}","[4]",,
"regionnames","1.0","regionnames-{BIO05502}","BIO05502","{[pacific southwest]}","[pacific southwest]",,
"category","1.0","category-{BIO08844+http://www.wikidata.org/entity/q79794}","BIO08844+http://www.wikidata.org/entity/q79794","{Mammal|Mammal}","Mammal",,
"category","1.0","category-{BIO04961+http://www.wikidata.org/entity/q2048991}","BIO04961+http://www.wikidata.org/entity/q2048991","{Insect|Insect}","Insect",,
"listingStatuses","1.0","listingStatuses-{BIO34606}","BIO34606","{[none]}","[none]",,
"regions","0.0","regions-{BIO20746+ES1195}","BIO20746+ES1195","{[6, 8, 2, 1, 4]|[1]}","[1, 2, 4, 6, 8]",,
"scientificName","1.0","scientificName-{BIO26980+http://www.wikidata.org/entity/q776638}","BIO26980+http://www.wikidata.org/entity/q776638","{menidia conchorum|menidia conchorum}","menidia conchorum",,
"category","1.0","category-{BIO27939+http://www.wikidata.org/entity/q1327882}","BIO27939+http://www.wikidata.org/entity/q1327882","{Fungi|Fungi}","Fungi",,
"regions","1.0","regions-{BIO06339}","BIO06339","{[5, 4, 6]}","[4, 5, 6]",,
"category","1.0","category-{BIO21780+http://www.wikidata.org/entity/q2081608}","BIO21780+http://www.wikidata.org/entity/q2081608","{Fish|Fish}","Fish",,
"commonNames","0.0","commonNames-{BIO28810+http://www.wikidata.org/entity/q763195}","BIO28810+http://www.wikidata.org/entity/q763195","{[none]|[neoantistea agilis]}","[neoantistea agilis, none]",,
"regionnames","1.0","regionnames-{BIO21493}","BIO21493","{[northeast, mountain prairie, pacific southwest, southwest, southeast, midwest]}","[pacific southwest, southwest, mountain prairie, northeast, midwest, southeast]",,
"regionnames","1.0","regionnames-{BIO15345}","BIO15345","{[northeast, mountain prairie, pacific southwest, southwest, pacific, southeast, midwest]}","[pacific southwest, southwest, mountain prairie, northeast, midwest, pacific, southeast]",,
"listingStatuses","1.0","listingStatuses-{BIO45650}","BIO45650","{[none]}","[none]",,
"commonNames","0.0","commonNames-{BIO42904+http://www.wikidata.org/entity/q854184}","BIO42904+http://www.wikidata.org/entity/q854184","{[none]|[tenodera angustipennis]}","[none, tenodera angustipennis]",,
"regionnames","1.0","regionnames-{BIO35619}","BIO35619","{[southeast]}","[southeast]",,
"listingStatuses","0.0","listingStatuses-{BIO41202+http://www.wikidata.org/entity/q1265058}","BIO41202+http://www.wikidata.org/entity/q1265058","{[none]|[least concern]}","[least concern, none]",,
"commonNames","0.0","commonNames-{BIO27084+http://www.wikidata.org/entity/q368495}","BIO27084+http://www.wikidata.org/entity/q368495","{[polecat, eastern skunk, skunk, striped skunk]|[striped skunk]}","[eastern skunk, polecat, striped skunk, skunk]",,
"scientificName","1.0","scientificName-{BIO11120+http://www.wikidata.org/entity/q656880}","BIO11120+http://www.wikidata.org/entity/q656880","{cononotus sericans|cononotus sericans}","cononotus sericans",,
"category","1.0","category-{BIO27281+http://www.wikidata.org/entity/q1521031}","BIO27281+http://www.wikidata.org/entity/q1521031","{Nonvascular Plant|Nonvascular Plant}","Nonvascular Plant",,
"regionnames","1.0","regionnames-{BIO12333+ES448}","BIO12333+ES448","{[pacific]|[pacific]}","[pacific]",,
"category","1.0","category-{BIO44569+http://www.wikidata.org/entity/q2145412}","BIO44569+http://www.wikidata.org/entity/q2145412","{Insect|Insect}","Insect",,
"scientificName","1.0","scientificName-{BIO21276+http://www.wikidata.org/entity/q2167164}","BIO21276+http://www.wikidata.org/entity/q2167164","{hydropsyche philo|hydropsyche philo}","hydropsyche philo",,
"listingStatuses","1.0","listingStatuses-{BIO36172}","BIO36172","{[none]}","[none]",,
"regionnames","1.0","regionnames-{BIO29379+ES334}","BIO29379+ES334","{[pacific]|[pacific]}","[pacific]",,
"commonNames","1.0","commonNames-{BIO15015+http://www.wikidata.org/entity/q693593}","BIO15015+http://www.wikidata.org/entity/q693593","{[white tailed kite]|[white tailed kite]}","[white tailed kite]",,
"scientificName","1.0","scientificName-{BIO40856+http://www.wikidata.org/entity/q1764913}","BIO40856+http://www.wikidata.org/entity/q1764913","{sorex tundrensis|sorex tundrensis}","sorex tundrensis",,
"regions","1.0","regions-{BIO21755+ES472}","BIO21755+ES472","{[1]|[1]}","[1]",,
"commonNames","0.0","commonNames-{BIO17356+http://www.wikidata.org/entity/q1219381}","BIO17356+http://www.wikidata.org/entity/q1219381","{[fairy yellow]|[barred yellow, eurema daira]}","[eurema daira, fairy yellow, barred yellow]",,
"listingStatuses","0.0","listingStatuses-{BIO13166+http://www.wikidata.org/entity/q752461}","BIO13166+http://www.wikidata.org/entity/q752461","{[none]|[least concern]}","[least concern, none]",,
"regionnames","1.0","regionnames-{BIO09333}","BIO09333","{[pacific southwest, alaska]}","[pacific southwest, alaska]",,
"scientificName","1.0","scientificName-{BIO14386+http://www.wikidata.org/entity/q990174}","BIO14386+http://www.wikidata.org/entity/q990174","{drepanis pacifica|drepanis pacifica}","drepanis pacifica",,
"commonNames","0.0","commonNames-{BIO44404+http://www.wikidata.org/entity/q593894}","BIO44404+http://www.wikidata.org/entity/q593894","{[black hemlock, alpine hemlock, mountain hemlock, hemlock spruce]|[mountain hemlock, tsuga mertensiana]}","[tsuga mertensiana, black hemlock, alpine hemlock, mountain hemlock, hemlock spruce]",,
"regionnames","1.0","regionnames-{BIO12847}","BIO12847","{[southeast]}","[southeast]",,
"commonNames","0.0","commonNames-{BIO28315+http://www.wikidata.org/entity/q1831736}","BIO28315+http://www.wikidata.org/entity/q1831736","{[occult little brown bat, occult myotis, arizona myotis]|[arizona myotis]}","[arizona myotis, occult little brown bat, occult myotis]",,
"commonNames","0.0","commonNames-{BIO18436+http://www.wikidata.org/entity/q64927}","BIO18436+http://www.wikidata.org/entity/q64927","{[common snipe, wilson s snipe]|[wilson s snipe]}","[common snipe, wilson s snipe]",,
"scientificName","1.0","scientificName-{BIO12349+http://www.wikidata.org/entity/q1519672}","BIO12349+http://www.wikidata.org/entity/q1519672","{cyathus striatus|cyathus striatus}","cyathus striatus",,
"scientificName","1.0","scientificName-{BIO08866+http://www.wikidata.org/entity/q383008}","BIO08866+http://www.wikidata.org/entity/q383008","{cetraria cucullata|cetraria cucullata}","cetraria cucullata",,
"category","1.0","category-{BIO32925+http://www.wikidata.org/entity/q425900}","BIO32925+http://www.wikidata.org/entity/q425900","{Bird|Bird}","Bird",,
"category","1.0","category-{BIO33631+http://www.wikidata.org/entity/q1273082}","BIO33631+http://www.wikidata.org/entity/q1273082","{Bird|Bird}","Bird",,
"regionnames","1.0","regionnames-{BIO09599}","BIO09599","{[southeast]}","[southeast]",,
"regionnames","1.0","regionnames-{BIO16674}","BIO16674","{[northeast, mountain prairie, pacific southwest, southwest, pacific, southeast, midwest]}","[pacific southwest, southwest, mountain prairie, northeast, midwest, pacific, southeast]",,
"regions","1.0","regions-{BIO31694}","BIO31694","{[5, 6, 8, 2, 1, 4, 3]}","[1, 2, 3, 4, 5, 6, 8]",,
"commonNames","0.0","commonNames-{BIO01762+http://www.wikidata.org/entity/q1588239}","BIO01762+http://www.wikidata.org/entity/q1588239","{[sharp tailed sparrow, saltmarsh sharp tailed sparrow, saltmarsh sparrow, intermediate sharp tailed sparrow]|[saltmarsh sharp tailed sparrow, saltmarsh sparrow]}","[saltmarsh sharp tailed sparrow, intermediate sharp tailed sparrow, saltmarsh sparrow, sharp tailed sparrow]",,
"listingStatuses","1.0","listingStatuses-{BIO06181}","BIO06181","{[none]}","[none]",,
"category","1.0","category-{BIO01185+http://www.wikidata.org/entity/q1365593}","BIO01185+http://www.wikidata.org/entity/q1365593","{Fungi|Fungi}","Fungi",,
"category","1.0","category-{BIO36194+http://www.wikidata.org/entity/q1197925}","BIO36194+http://www.wikidata.org/entity/q1197925","{Vascular Plant|Vascular Plant}","Vascular Plant",,
"listingStatuses","1.0","listingStatuses-{BIO17842+BIO17843}","BIO17842+BIO17843","{[none]|[none]}","[none]",,
"listingStatuses","1.0","listingStatuses-{BIO37371}","BIO37371","{[none]}","[none]",,
"regionnames","1.0","regionnames-{BIO09598}","BIO09598","{[southwest, pacific, mountain prairie]}","[southwest, mountain prairie, pacific]",,
"category","1.0","category-{BIO23990+http://www.wikidata.org/entity/q1069776}","BIO23990+http://www.wikidata.org/entity/q1069776","{Fish|Fish}","Fish",,
"regions","1.0","regions-{BIO25674}","BIO25674","{[4]}","[4]",,
"regions","1.0","regions-{BIO31431}","BIO31431","{[8, 1]}","[1, 8]",,
"regionnames","1.0","regionnames-{BIO22430}","BIO22430","{[pacific]}","[pacific]",,
"scientificName","1.0","scientificName-{BIO41072+http://www.wikidata.org/entity/q1443935}","BIO41072+http://www.wikidata.org/entity/q1443935","{sphaeridium scarabaeoides|sphaeridium scarabaeoides}","sphaeridium scarabaeoides",,
"regionnames","1.0","regionnames-{BIO16673}","BIO16673","{[northeast, southeast, midwest]}","[northeast, midwest, southeast]",,
"commonNames","0.0","commonNames-{BIO21054+http://www.wikidata.org/entity/q1142154}","BIO21054+http://www.wikidata.org/entity/q1142154","{[fir clubmoss, fir club moss, northern firmoss]|[northern firmoss, fir club moss, fir clubmoss, huperzia selago]}","[northern firmoss, fir clubmoss, huperzia selago, fir club moss]",,
"category","1.0","category-{BIO32489+http://www.wikidata.org/entity/q779066}","BIO32489+http://www.wikidata.org/entity/q779066","{Mammal|Mammal}","Mammal",,
"category","1.0","category-{BIO05037+http://www.wikidata.org/entity/q306801}","BIO05037+http://www.wikidata.org/entity/q306801","{Amphibian|Amphibian}","Amphibian",,
"regionnames","0.0","regionnames-{BIO19259+ES998}","BIO19259+ES998","{[pacific southwest, southwest, mountain prairie]|[pacific southwest]}","[pacific southwest, southwest, mountain prairie]",,
"regions","1.0","regions-{BIO15828}","BIO15828","{[5, 6, 8, 2, 1, 4, 3]}","[1, 2, 3, 4, 5, 6, 8]",,
"category","1.0","category-{BIO01975+http://www.wikidata.org/entity/q845292}","BIO01975+http://www.wikidata.org/entity/q845292","{Bird|Bird}","Bird",,
"category","1.0","category-{BIO23649+http://www.wikidata.org/entity/q1328979}","BIO23649+http://www.wikidata.org/entity/q1328979","{Fungi|Fungi}","Fungi",,
"regions","1.0","regions-{BIO18585}","BIO18585","{[1]}","[1]",,
"listingStatuses","1.0","listingStatuses-{BIO45780}","BIO45780","{[none]}","[none]",,
"commonNames","0.0","commonNames-{BIO17576+http://www.wikidata.org/entity/q1787640}","BIO17576+http://www.wikidata.org/entity/q1787640","{[none]|[exidia recisa]}","[exidia recisa, none]",,
"regions","1.0","regions-{BIO32895}","BIO32895","{[5, 6, 8, 2, 1, 4, 3]}","[1, 2, 3, 4, 5, 6, 8]",,
"regionnames","0.6666666666666666","regionnames-{BIO18964+BIO18965+ES1620}","BIO18964+BIO18965+ES1620","{[northeast, mountain prairie, pacific southwest, pacific, alaska]|[southeast]|[southeast]}","[pacific southwest, alaska, mountain prairie, northeast, pacific, southeast]",,
"category","1.0","category-{BIO30227+http://www.wikidata.org/entity/q847497}","BIO30227+http://www.wikidata.org/entity/q847497","{Vascular Plant|Vascular Plant}","Vascular Plant",,
"commonNames","0.0","commonNames-{BIO17555+http://www.wikidata.org/entity/q904074}","BIO17555+http://www.wikidata.org/entity/q904074","{[none]|[ring lichen, evernia prunastri]}","[evernia prunastri, ring lichen, none]",,
"regionnames","1.0","regionnames-{BIO17880}","BIO17880","{[pacific southwest, northeast, southeast]}","[pacific southwest, northeast, southeast]",,
"scientificName","1.0","scientificName-{BIO08555+http://www.wikidata.org/entity/q2062591}","BIO08555+http://www.wikidata.org/entity/q2062591","{centris hoffmanseggiae|centris hoffmanseggiae}","centris hoffmanseggiae",,
"category","1.0","category-{BIO38824+http://www.wikidata.org/entity/q2069084}","BIO38824+http://www.wikidata.org/entity/q2069084","{Fish|Fish}","Fish",,
"regionnames","1.0","regionnames-{BIO12730+ES995}","BIO12730+ES995","{[southeast]|[southeast]}","[southeast]",,
"scientificName","1.0","scientificName-{BIO17874+http://www.wikidata.org/entity/q631566}","BIO17874+http://www.wikidata.org/entity/q631566","{fistulina hepatica|fistulina hepatica}","fistulina hepatica",,
"listingStatuses","0.6666666666666666","listingStatuses-{BIO16826+ES1379+http://www.wikidata.org/entity/q2119450}","BIO16826+ES1379+http://www.wikidata.org/entity/q2119450","{[endangered]|[endangered]|[critically endangered]}","[endangered, critically endangered]","false","[endangered]"
"listingStatuses","1.0","listingStatuses-{BIO11082+BIO11104}","BIO11082+BIO11104","{[none]|[none]}","[none]",,
"commonNames","0.0","commonNames-{BIO11313+BIO11317+ES112}","BIO11313+BIO11317+ES112","{[slender bird s beak, slender bird sbeak, slender bird s beak]|[wright s bird s beak, wright s bird s beak]|[salt marsh bird s beak]}","[slender bird sbeak, salt marsh bird s beak, wright s bird s beak, slender bird s beak]",,
"regions","1.0","regions-{BIO15827}","BIO15827","{[8, 7]}","[7, 8]",,
"regions","1.0","regions-{BIO18453}","BIO18453","{[8, 2, 4, 6]}","[2, 4, 6, 8]",,
"regionnames","1.0","regionnames-{BIO15341}","BIO15341","{[northeast, southwest, alaska, southeast, midwest]}","[southwest, alaska, northeast, midwest, southeast]",,
"regions","1.0","regions-{BIO18320}","BIO18320","{[1]}","[1]",,
"scientificName","1.0","scientificName-{BIO03942+http://www.wikidata.org/entity/q1753134}","BIO03942+http://www.wikidata.org/entity/q1753134","{asplenium septentrionale|asplenium septentrionale}","asplenium septentrionale",,
"commonNames","0.0","commonNames-{BIO00747+http://www.wikidata.org/entity/q2148129}","BIO00747+http://www.wikidata.org/entity/q2148129","{[none]|[agapetus celatus]}","[none, agapetus celatus]",,
"category","1.0","category-{BIO22525+http://www.wikidata.org/entity/q2163950}","BIO22525+http://www.wikidata.org/entity/q2163950","{Fish|Fish}","Fish",,
"category","1.0","category-{BIO40848+http://www.wikidata.org/entity/q692332}","BIO40848+http://www.wikidata.org/entity/q692332","{Mammal|Mammal}","Mammal",,
"listingStatuses","1.0","listingStatuses-{BIO33537}","BIO33537","{[none]}","[none]",,
"regionnames","1.0","regionnames-{BIO05506}","BIO05506","{[pacific southwest, northeast, pacific, mountain prairie]}","[pacific southwest, mountain prairie, northeast, pacific]",,
"regionnames","1.0","regionnames-{BIO30190+BIO30191}","BIO30190+BIO30191","{[southeast]|[southeast]}","[southeast]",,
"category","1.0","category-{BIO25685+http://www.wikidata.org/entity/q1208946}","BIO25685+http://www.wikidata.org/entity/q1208946","{Fish|Fish}","Fish",,
"regions","1.0","regions-{BIO24476}","BIO24476","{[8]}","[8]",,
"commonNames","0.0","commonNames-{BIO26762+http://www.wikidata.org/entity/q578174}","BIO26762+http://www.wikidata.org/entity/q578174","{[eastern red headed woodpecker, red headed woodpecker]|[red headed woodpecker]}","[red headed woodpecker, eastern red headed woodpecker]",,
"listingStatuses","0.0","listingStatuses-{BIO13427+http://www.wikidata.org/entity/q1594258}","BIO13427+http://www.wikidata.org/entity/q1594258","{[species of concern]|[least concern]}","[least concern, species of concern]",,
"listingStatuses","0.0","listingStatuses-{BIO45949+http://www.wikidata.org/entity/q750027}","BIO45949+http://www.wikidata.org/entity/q750027","{[none]|[least concern]}","[least concern, none]",,
"scientificName","1.0","scientificName-{BIO44209+http://www.wikidata.org/entity/q570379}","BIO44209+http://www.wikidata.org/entity/q570379","{tringa melanoleuca|tringa melanoleuca}","tringa melanoleuca",,
"regions","1.0","regions-{BIO27815}","BIO27815","{[1]}","[1]",,
"category","1.0","category-{BIO15521+http://www.wikidata.org/entity/q1328691}","BIO15521+http://www.wikidata.org/entity/q1328691","{Fungi|Fungi}","Fungi",,
"scientificName","1.0","scientificName-{BIO13813+http://www.wikidata.org/entity/q380917}","BIO13813+http://www.wikidata.org/entity/q380917","{didymodon fallax|didymodon fallax}","didymodon fallax",,
"commonNames","0.0","commonNames-{BIO23527+http://www.wikidata.org/entity/q94124}","BIO23527+http://www.wikidata.org/entity/q94124","{[widow spider]|[northern black widow, latrodectus variolus]}","[latrodectus variolus, widow spider, northern black widow]",,
"category","1.0","category-{BIO31013+http://www.wikidata.org/entity/q723064}","BIO31013+http://www.wikidata.org/entity/q723064","{Bird|Bird}","Bird",,
"commonNames","0.0","commonNames-{BIO42279+http://www.wikidata.org/entity/q608572}","BIO42279+http://www.wikidata.org/entity/q608572","{[cottontail, audubon s cottontail, desert cottontail]|[audubons cottontail, audubon’s cottontail, desert cottontail]}","[audubons cottontail, desert cottontail, audubon’s cottontail, cottontail, audubon s cottontail]",,
"category","1.0","category-{BIO43191+http://www.wikidata.org/entity/q2047747}","BIO43191+http://www.wikidata.org/entity/q2047747","{Insect|Insect}","Insect",,
"listingStatuses","0.0","listingStatuses-{BIO05037+http://www.wikidata.org/entity/q306801}","BIO05037+http://www.wikidata.org/entity/q306801","{[under review]|[endangered]}","[under review, endangered]",,
"scientificName","1.0","scientificName-{BIO28937+http://www.wikidata.org/entity/q1769403}","BIO28937+http://www.wikidata.org/entity/q1769403","{neotoma micropus|neotoma micropus}","neotoma micropus",,
"commonNames","0.0","commonNames-{BIO45996+http://www.wikidata.org/entity/q1520828}","BIO45996+http://www.wikidata.org/entity/q1520828","{[quick gloss]|[zonitoides arboreus]}","[zonitoides arboreus, quick gloss]",,
"category","1.0","category-{BIO13177+http://www.wikidata.org/entity/q1294154}","BIO13177+http://www.wikidata.org/entity/q1294154","{Bird|Bird}","Bird",,
"listingStatuses","1.0","listingStatuses-{BIO12197}","BIO12197","{[none]}","[none]",,
"scientificName","1.0","scientificName-{BIO01185+http://www.wikidata.org/entity/q1365593}","BIO01185+http://www.wikidata.org/entity/q1365593","{aleurodiscus amorphus|aleurodiscus amorphus}","aleurodiscus amorphus",,
"commonNames","1.0","commonNames-{BIO06544+http://www.wikidata.org/entity/q62359}","BIO06544+http://www.wikidata.org/entity/q62359","{[purple sandpiper]|[purple sandpiper]}","[purple sandpiper]",,
"scientificName","1.0","scientificName-{BIO27301+http://www.wikidata.org/entity/q1766679}","BIO27301+http://www.wikidata.org/entity/q1766679","{micaria pulicaria|micaria pulicaria}","micaria pulicaria",,
"regionnames","1.0","regionnames-{BIO17870}","BIO17870","{[northeast, pacific, southeast]}","[northeast, pacific, southeast]",,
"regions","1.0","regions-{BIO03849}","BIO03849","{[8]}","[8]",,
"commonNames","0.0","commonNames-{BIO36190+http://www.wikidata.org/entity/q1811779}","BIO36190+http://www.wikidata.org/entity/q1811779","{[none]|[psilotreta rossi]}","[psilotreta rossi, none]",,
"regionnames","1.0","regionnames-{BIO43191}","BIO43191","{[southeast]}","[southeast]",,
"commonNames","1.0","commonNames-{BIO39749+http://www.wikidata.org/entity/q1190038}","BIO39749+http://www.wikidata.org/entity/q1190038","{[rufous hummingbird]|[rufous hummingbird]}","[rufous hummingbird]",,
"regionnames","0.0","regionnames-{BIO21397+BIO21398}","BIO21397+BIO21398","{[pacific southwest]|[mountain prairie]}","[pacific southwest, mountain prairie]",,
"regionnames","1.0","regionnames-{BIO14021}","BIO14021","{[pacific southwest]}","[pacific southwest]",,
"category","1.0","category-{BIO09081+ES540}","BIO09081+ES540","{Vascular Plant|Vascular Plant}","Vascular Plant",,
"commonNames","0.0","commonNames-{BIO33764+http://www.wikidata.org/entity/q1116374}","BIO33764+http://www.wikidata.org/entity/q1116374","{[great basin bristlecone pine, western bristlecone pine]|[intermountain bristlecone pine, great basin bristlecone pine, bristlecone pine, pinus longaeva]}","[bristlecone pine, western bristlecone pine, pinus longaeva, intermountain bristlecone pine, great basin bristlecone pine]",,
"category","1.0","category-{BIO14831+http://www.wikidata.org/entity/q2081363}","BIO14831+http://www.wikidata.org/entity/q2081363","{Insect|Insect}","Insect",,
"commonNames","0.0","commonNames-{BIO04443+http://www.wikidata.org/entity/q3442}","BIO04443+http://www.wikidata.org/entity/q3442","{[oscar]|[astronotus ocellatus]}","[oscar, astronotus ocellatus]",,
"listingStatuses","1.0","listingStatuses-{BIO36298}","BIO36298","{[none]}","[none]",,
"scientificName","1.0","scientificName-{BIO05349+http://www.wikidata.org/entity/q1769360}","BIO05349+http://www.wikidata.org/entity/q1769360","{blarina carolinensis|blarina carolinensis}","blarina carolinensis",,
"commonNames","0.6666666666666666","commonNames-{BIO30201+BIO30202+http://www.wikidata.org/entity/q776774}","BIO30201+BIO30202+http://www.wikidata.org/entity/q776774","{[bank cusk eel]|[bank cusk eel]|[band cusk eel, longnose cusk eel, bank cusk eel]}","[bank cusk eel, longnose cusk eel, band cusk eel]",,
"listingStatuses","0.0","listingStatuses-{BIO28706+http://www.wikidata.org/entity/q604445}","BIO28706+http://www.wikidata.org/entity/q604445","{[none]|[least concern]}","[least concern, none]",,
"category","1.0","category-{BIO19693+http://www.wikidata.org/entity/q692644}","BIO19693+http://www.wikidata.org/entity/q692644","{Bird|Bird}","Bird",,
"scientificName","1.0","scientificName-{BIO31464+http://www.wikidata.org/entity/q2143423}","BIO31464+http://www.wikidata.org/entity/q2143423","{pardosa vadosa|pardosa vadosa}","pardosa vadosa",,
"scientificName","1.0","scientificName-{BIO30018+http://www.wikidata.org/entity/q2122431}","BIO30018+http://www.wikidata.org/entity/q2122431","{olios giganteus|olios giganteus}","olios giganteus",,
"regions","1.0","regions-{BIO05144}","BIO05144","{[8, 7]}","[7, 8]",,
"regions","1.0","regions-{BIO05011}","BIO05011","{[4]}","[4]",,
