"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] StringAttributeComparatorEqual.scientificName record1Value","[0] StringAttributeComparatorEqual.scientificName record2Value","[0] StringAttributeComparatorEqual.scientificName record1PreprocessedValue","[0] StringAttributeComparatorEqual.scientificName record2PreprocessedValue","[0] StringAttributeComparatorEqual.scientificName similarity","[0] StringAttributeComparatorEqual.scientificName postproccesedSimilarity"
"LinearCombinationMatchingRule","BIO12940","ES1153","0.0",,"danaphos oculatus","deltistes luxatus","danaphos oculatus","deltistes luxatus","0.0","0.0"
"LinearCombinationMatchingRule","BIO02603","ES1041","0.0",,"antopocerus aduncus","batrisodes venyivi","antopocerus aduncus","batrisodes venyivi","0.0","0.0"
"LinearCombinationMatchingRule","BIO37615","ES1273","0.0",,"rhyacophila atrata","neonympha mitchellii mitchellii","rhyacophila atrata","neonympha mitchellii mitchellii","0.0","0.0"
"LinearCombinationMatchingRule","BIO12738","ES1183","0.0",,"cyrnellus","hylaeus facilis","cyrnellus","hylaeus facilis","0.0","0.0"
"LinearCombinationMatchingRule","BIO44700","ES1010","0.0",,"ursus americanus floridanus","sylvilagus bachmani riparius","ursus americanus floridanus","sylvilagus bachmani riparius","0.0","0.0"
"LinearCombinationMatchingRule","BIO28861","ES969","0.0",,"neophasia menapia","cicindelidia floridana","neophasia menapia","cicindelidia floridana","0.0","0.0"
"LinearCombinationMatchingRule","BIO14429","ES1140","0.0",,"drosophila acanthostoma","megalagrion xanthomelas","drosophila acanthostoma","megalagrion xanthomelas","0.0","0.0"
"LinearCombinationMatchingRule","BIO45549","ES1535","0.0",,"wilsonia canadensis","aphelocoma coerulescens","wilsonia canadensis","aphelocoma coerulescens","0.0","0.0"
"LinearCombinationMatchingRule","BIO33639","ES1310","0.0",,"picoides tridactylus dorsalis","eremophila alpestris strigata","picoides tridactylus dorsalis","eremophila alpestris strigata","0.0","0.0"
"LinearCombinationMatchingRule","BIO41632","ES1078","0.0",,"stemorrhages exaula","trimerotropis infantilis","stemorrhages exaula","trimerotropis infantilis","0.0","0.0"
"LinearCombinationMatchingRule","BIO02017","ES1515","0.0",,"anchicera postpallens","hylaeus longiceps","anchicera postpallens","hylaeus longiceps","0.0","0.0"
"LinearCombinationMatchingRule","BIO28265","ES1302","0.0",,"mylocheilus caurinus","notropis mekistocholas","mylocheilus caurinus","notropis mekistocholas","0.0","0.0"
"LinearCombinationMatchingRule","BIO45590","ES1581","0.0",,"wormaldia thyria","megalagrion leptodemas","wormaldia thyria","megalagrion leptodemas","0.0","0.0"
"LinearCombinationMatchingRule","BIO11239","ES982","0.0",,"coptosoma xanthogramma","ischnura luta","coptosoma xanthogramma","ischnura luta","0.0","0.0"
"LinearCombinationMatchingRule","BIO09483","ES1597","0.0",,"chlorodrepanis virens virens","agelaius xanthomus","chlorodrepanis virens virens","agelaius xanthomus","0.0","0.0"
"LinearCombinationMatchingRule","BIO34739","ES1273","0.0",,"poladryas minuta arachne","neonympha mitchellii mitchellii","poladryas minuta arachne","neonympha mitchellii mitchellii","0.0","0.0"
"LinearCombinationMatchingRule","BIO28374","ES1417","0.0",,"myrmecocystus mimicus","lednia tumana","myrmecocystus mimicus","lednia tumana","0.0","0.0"
"LinearCombinationMatchingRule","BIO15803","ES1116","0.0",,"epistrophe grossulariae","euchloe ausonides insulanus","epistrophe grossulariae","euchloe ausonides insulanus","0.0","0.0"
"LinearCombinationMatchingRule","BIO24582","ES960","0.0",,"ligurotettix coquilletti coquilletti","speyeria zerene hippolyta","ligurotettix coquilletti coquilletti","speyeria zerene hippolyta","0.0","0.0"
"LinearCombinationMatchingRule","BIO13435","ES1324","0.0",,"desmognathus ocoee","eleutherodactylus juanariveroi","desmognathus ocoee","eleutherodactylus juanariveroi","0.0","0.0"
"LinearCombinationMatchingRule","BIO23419","ES1598","0.0",,"lasiurus borealis","neotoma fuscipes riparia","lasiurus borealis","neotoma fuscipes riparia","0.0","0.0"
"LinearCombinationMatchingRule","BIO02071","ES1583","0.0",,"andrena hitei","cicindela dorsalis dorsalis","andrena hitei","cicindela dorsalis dorsalis","0.0","0.0"
"LinearCombinationMatchingRule","BIO28139","ES1439","0.0",,"myadestes townsendi","rhynchopsitta pachyrhyncha","myadestes townsendi","rhynchopsitta pachyrhyncha","0.0","0.0"
"LinearCombinationMatchingRule","BIO08050","ES1530","0.0",,"carpodacus mexicanus solitudinis","paroreomyza maculata","carpodacus mexicanus solitudinis","paroreomyza maculata","0.0","0.0"
"LinearCombinationMatchingRule","BIO11488","ES975","0.0",,"corvus cryptoleucus","telespyza cantans","corvus cryptoleucus","telespyza cantans","0.0","0.0"
"LinearCombinationMatchingRule","BIO09664","ES1501","0.0",,"chrysochus auratus","icaricia (plebejus) shasta charlestonensis","chrysochus auratus","icaricia (plebejus) shasta charlestonensis","0.0","0.0"
"LinearCombinationMatchingRule","BIO13184","ES941","0.0",,"dendroica dominica","corvus leucognaphalus","dendroica dominica","corvus leucognaphalus","0.0","0.0"
"LinearCombinationMatchingRule","BIO29431","ES1324","0.0",,"notophthalmus viridescens piaropicola","eleutherodactylus juanariveroi","notophthalmus viridescens piaropicola","eleutherodactylus juanariveroi","0.0","0.0"
"LinearCombinationMatchingRule","BIO17536","ES1116","0.0",,"euxoa tessellata","euchloe ausonides insulanus","euxoa tessellata","euchloe ausonides insulanus","0.0","0.0"
"LinearCombinationMatchingRule","BIO27450","ES963","0.0",,"microtia hoffmanni segregata","euphilotes battoides allyni","microtia hoffmanni segregata","euphilotes battoides allyni","0.0","0.0"
"LinearCombinationMatchingRule","BIO44511","ES1077","0.0",,"tyrannus tyrannus","laterallus jamaicensis ssp. jamaicensis","tyrannus tyrannus","laterallus jamaicensis ssp. jamaicensis","0.0","0.0"
"LinearCombinationMatchingRule","BIO16915","ES1079","0.0",,"eucinostomus jonesii","etheostoma sellare","eucinostomus jonesii","etheostoma sellare","0.0","0.0"
"LinearCombinationMatchingRule","BIO29570","ES1202","0.0",,"nymphalidae","drosophila montgomeryi","nymphalidae","drosophila montgomeryi","0.0","0.0"
"LinearCombinationMatchingRule","BIO32399","ES1494","0.0",,"peristedion miniatum","dionda diaboli","peristedion miniatum","dionda diaboli","0.0","0.0"
"LinearCombinationMatchingRule","BIO08962","ES1138","0.0",,"chaetocnema ectypa","cicindela nevadica lincolniana","chaetocnema ectypa","cicindela nevadica lincolniana","0.0","0.0"
"LinearCombinationMatchingRule","BIO40768","ES1369","0.0",,"soliperla","boloria acrocnema","soliperla","boloria acrocnema","0.0","0.0"
"LinearCombinationMatchingRule","BIO01535","ES1100","0.0",,"amara coelebs","rhadine persephone","amara coelebs","rhadine persephone","0.0","0.0"
"LinearCombinationMatchingRule","BIO36772","ES1583","0.0",,"quedius breviceps","cicindela dorsalis dorsalis","quedius breviceps","cicindela dorsalis dorsalis","0.0","0.0"
"LinearCombinationMatchingRule","BIO20335","ES1118","0.0",,"hepialidae","drosophila sharpi","hepialidae","drosophila sharpi","0.0","0.0"
"LinearCombinationMatchingRule","BIO21896","ES1285","0.0",,"hypsoblennius jenkinsi","elassoma alabamae","hypsoblennius jenkinsi","elassoma alabamae","0.0","0.0"
"LinearCombinationMatchingRule","BIO45062","ES1041","0.0",,"veromessor smithi","batrisodes venyivi","veromessor smithi","batrisodes venyivi","0.0","0.0"
"LinearCombinationMatchingRule","BIO14655","ES1136","0.0",,"dryocopus pileatus","phoebastria ( diomedea) albatrus","dryocopus pileatus","phoebastria ( diomedea) albatrus","0.0","0.0"
"LinearCombinationMatchingRule","BIO14653","ES1134","0.0",,"dryocampa rubicunda","nicrophorus americanus","dryocampa rubicunda","nicrophorus americanus","0.0","0.0"
"LinearCombinationMatchingRule","BIO19041","ES1174","0.0",,"glossosoma ventrale","vagrans egistina","glossosoma ventrale","vagrans egistina","0.0","0.0"
"LinearCombinationMatchingRule","BIO02742","ES1163","0.0",,"aphodius opacus","zapada glacier","aphodius opacus","zapada glacier","0.0","0.0"
"LinearCombinationMatchingRule","BIO01435","ES1287","0.0",,"altica corni","drosophila aglaia","altica corni","drosophila aglaia","0.0","0.0"
"LinearCombinationMatchingRule","BIO11630","ES1493","0.0",,"cottus rhotheus","gambusia heterochir","cottus rhotheus","gambusia heterochir","0.0","0.0"
"LinearCombinationMatchingRule","BIO22264","ES1593","0.0",,"ironopsis","lycaeides melissa samuelis","ironopsis","lycaeides melissa samuelis","0.0","0.0"
"LinearCombinationMatchingRule","BIO42334","ES1464","0.0",,"symphoromyia pachyceras","speyeria zerene behrensii","symphoromyia pachyceras","speyeria zerene behrensii","0.0","0.0"
"LinearCombinationMatchingRule","BIO14522","ES1266","0.0",,"drosophila melanoloma","rhadine exilis","drosophila melanoloma","rhadine exilis","0.0","0.0"
"LinearCombinationMatchingRule","BIO45929","ES960","0.0",,"zascelis irrorata","speyeria zerene hippolyta","zascelis irrorata","speyeria zerene hippolyta","0.0","0.0"
"LinearCombinationMatchingRule","BIO31406","ES969","0.0",,"pararrhaptica sublichenoides","cicindelidia floridana","pararrhaptica sublichenoides","cicindelidia floridana","0.0","0.0"
"LinearCombinationMatchingRule","BIO09535","ES1635","0.0",,"choeronycteris mexicana","ursus maritimus","choeronycteris mexicana","ursus maritimus","0.0","0.0"
"LinearCombinationMatchingRule","BIO26688","ES1456","0.0",,"megaselia","speyeria callippe callippe","megaselia","speyeria callippe callippe","0.0","0.0"
"LinearCombinationMatchingRule","BIO44524","ES1091","0.0",,"udea cataphaea","pyrgus ruralis lagunae","udea cataphaea","pyrgus ruralis lagunae","0.0","0.0"
"LinearCombinationMatchingRule","BIO09535","ES1634","0.0",,"choeronycteris mexicana","ursus arctos horribilis","choeronycteris mexicana","ursus arctos horribilis","0.0","0.0"
"LinearCombinationMatchingRule","BIO23389","ES1290","0.0",,"lasioglossum cressonii","batrisodes texanus","lasioglossum cressonii","batrisodes texanus","0.0","0.0"
"LinearCombinationMatchingRule","BIO24718","ES1219","0.0",,"limnophila","drosophila digressa","limnophila","drosophila digressa","0.0","0.0"
"LinearCombinationMatchingRule","BIO36002","ES1061","0.0",,"pseudococcus longispinus","bombus franklini","pseudococcus longispinus","bombus franklini","0.0","0.0"
"LinearCombinationMatchingRule","BIO17983","ES1593","0.0",,"formica neogagates","lycaeides melissa samuelis","formica neogagates","lycaeides melissa samuelis","0.0","0.0"
"LinearCombinationMatchingRule","BIO01544","ES1133","0.0",,"amara pallipes","somatochlora hineana","amara pallipes","somatochlora hineana","0.0","0.0"
"LinearCombinationMatchingRule","BIO43814","ES1534","0.0",,"trechus luculentus luculentus","rhaphiomidas terminatus abdominalis","trechus luculentus luculentus","rhaphiomidas terminatus abdominalis","0.0","0.0"
"LinearCombinationMatchingRule","BIO20346","ES1127","0.0",,"heptageniidae","hesperia leonardus montana","heptageniidae","hesperia leonardus montana","0.0","0.0"
"LinearCombinationMatchingRule","BIO31643","ES941","0.0",,"parulidae","corvus leucognaphalus","parulidae","corvus leucognaphalus","0.0","0.0"
"LinearCombinationMatchingRule","BIO05809","ES1372","0.0",,"brachyptera limata","callophrys mossii bayensis","brachyptera limata","callophrys mossii bayensis","0.0","0.0"
"LinearCombinationMatchingRule","BIO13661","ES1539","0.0",,"dicondylus perkinsi","rhadine infernalis","dicondylus perkinsi","rhadine infernalis","0.0","0.0"
"LinearCombinationMatchingRule","BIO14040","ES1617","0.0",,"dipogon pulchripennis","drosophila mulli","dipogon pulchripennis","drosophila mulli","0.0","0.0"
"LinearCombinationMatchingRule","BIO23796","ES1449","0.0",,"lentipes concolor","etheostoma rubrum","lentipes concolor","etheostoma rubrum","0.0","0.0"
"LinearCombinationMatchingRule","BIO01544","ES1134","0.0",,"amara pallipes","nicrophorus americanus","amara pallipes","nicrophorus americanus","0.0","0.0"
"LinearCombinationMatchingRule","BIO29570","ES1203","0.0",,"nymphalidae","cicindela ohlone","nymphalidae","cicindela ohlone","0.0","0.0"
"LinearCombinationMatchingRule","BIO15023","ES1420","0.0",,"elaphe obsoleta obsoleta","emoia slevini","elaphe obsoleta obsoleta","emoia slevini","0.0","0.0"
"LinearCombinationMatchingRule","BIO21930","ES1582","0.0",,"icelinus oculatus","etheostoma trisella","icelinus oculatus","etheostoma trisella","0.0","0.0"
"LinearCombinationMatchingRule","BIO02296","ES1539","0.0",,"anomala hardyorum","rhadine infernalis","anomala hardyorum","rhadine infernalis","0.0","0.0"
"LinearCombinationMatchingRule","BIO42343","ES1474","0.0",,"symphurus urospilus","gila intermedia","symphurus urospilus","gila intermedia","0.0","0.0"
"LinearCombinationMatchingRule","BIO33898","ES1315","0.0",,"pissonotus piceus","megalagrion nigrohamatum nigrolineatum","pissonotus piceus","megalagrion nigrohamatum nigrolineatum","0.0","0.0"
"LinearCombinationMatchingRule","BIO41822","ES1009","0.0",,"stereolepis gigas","etheostoma spilotum","stereolepis gigas","etheostoma spilotum","0.0","0.0"
"LinearCombinationMatchingRule","BIO01535","ES1369","0.0",,"amara coelebs","boloria acrocnema","amara coelebs","boloria acrocnema","0.0","0.0"
"LinearCombinationMatchingRule","BIO14544","ES1287","0.0",,"drosophila olaae","drosophila aglaia","drosophila olaae","drosophila aglaia","0.0","0.0"
"LinearCombinationMatchingRule","BIO04837","ES1550","0.0",,"baetis","glaucopsyche lygdamus palosverdesensis","baetis","glaucopsyche lygdamus palosverdesensis","0.0","0.0"
"LinearCombinationMatchingRule","BIO12707","ES1175","0.0",,"cyprinodon variegatus","gambusia nobilis","cyprinodon variegatus","gambusia nobilis","0.0","0.0"
"LinearCombinationMatchingRule","BIO40534","ES1127","0.0",,"smicronyx imbricatus","hesperia leonardus montana","smicronyx imbricatus","hesperia leonardus montana","0.0","0.0"
"LinearCombinationMatchingRule","BIO45143","ES1127","0.0",,"vespula vulgaris","hesperia leonardus montana","vespula vulgaris","hesperia leonardus montana","0.0","0.0"
"LinearCombinationMatchingRule","BIO12203","ES1505","0.0",,"culicoides","hylaeus hilaris","culicoides","hylaeus hilaris","0.0","0.0"
"LinearCombinationMatchingRule","BIO26446","ES1486","0.0",,"marmota flaviventris","rangifer tarandus ssp. caribou","marmota flaviventris","rangifer tarandus ssp. caribou","0.0","0.0"
"LinearCombinationMatchingRule","BIO12360","ES1645","0.0",,"cybister explanatus","heterelmis comalensis","cybister explanatus","heterelmis comalensis","0.0","0.0"
"LinearCombinationMatchingRule","BIO27095","ES1547","0.0",,"merimnetria nigriciliella","polyphylla barbata","merimnetria nigriciliella","polyphylla barbata","0.0","0.0"
"LinearCombinationMatchingRule","BIO32449","ES1536","0.0",,"perognathus fasciatus olivaceogriseus","dipodomys heermanni morroensis","perognathus fasciatus olivaceogriseus","dipodomys heermanni morroensis","0.0","0.0"
"LinearCombinationMatchingRule","BIO13448","ES1315","0.0",,"diabrotica undecimpunctata undecimpunctata","megalagrion nigrohamatum nigrolineatum","diabrotica undecimpunctata undecimpunctata","megalagrion nigrohamatum nigrolineatum","0.0","0.0"
"LinearCombinationMatchingRule","BIO30459","ES1023","0.0",,"oreothlypis ruficapilla","charadrius melodus","oreothlypis ruficapilla","charadrius melodus","0.0","0.0"
"LinearCombinationMatchingRule","BIO35676","ES1637","0.0",,"procellariiformes","mycteria americana","procellariiformes","mycteria americana","0.0","0.0"
"LinearCombinationMatchingRule","BIO31642","ES941","0.0",,"parula superciliosa","corvus leucognaphalus","parula superciliosa","corvus leucognaphalus","0.0","0.0"
"LinearCombinationMatchingRule","BIO41027","ES1562","0.0",,"sphacophilus memmonius","neonympha mitchellii francisci","sphacophilus memmonius","neonympha mitchellii francisci","0.0","0.0"
"LinearCombinationMatchingRule","BIO27611","ES1245","0.0",,"mimus polyglottos","pipilo crissalis eremophilus","mimus polyglottos","pipilo crissalis eremophilus","0.0","0.0"
"LinearCombinationMatchingRule","BIO19100","ES1476","0.0",,"glyptocephalus zachirus","acipenser transmontanus","glyptocephalus zachirus","acipenser transmontanus","0.0","0.0"
"LinearCombinationMatchingRule","BIO09491","ES1321","0.0",,"chloroperidae","hylaeus kuakea","chloroperidae","hylaeus kuakea","0.0","0.0"
"LinearCombinationMatchingRule","BIO11604","ES1487","0.0",,"cotesia marginiventris","euphydryas editha bayensis","cotesia marginiventris","euphydryas editha bayensis","0.0","0.0"
"LinearCombinationMatchingRule","BIO15132","ES1534","0.0",,"eleodes armata","rhaphiomidas terminatus abdominalis","eleodes armata","rhaphiomidas terminatus abdominalis","0.0","0.0"
"LinearCombinationMatchingRule","BIO30301","ES1116","0.0",,"opuna sharpianus luteus","euchloe ausonides insulanus","opuna sharpianus luteus","euchloe ausonides insulanus","0.0","0.0"
"LinearCombinationMatchingRule","BIO15187","ES1347","0.0",,"elmidae","oarisma poweshiek","elmidae","oarisma poweshiek","0.0","0.0"
"LinearCombinationMatchingRule","BIO14062","ES1639","0.0",,"discobola annulata","icaricia icarioides missionensis","discobola annulata","icaricia icarioides missionensis","0.0","0.0"
"LinearCombinationMatchingRule","BIO04475","ES1163","0.0",,"atherix pachypus","zapada glacier","atherix pachypus","zapada glacier","0.0","0.0"
"LinearCombinationMatchingRule","BIO01446","ES1273","0.0",,"alydus pilosulus","neonympha mitchellii mitchellii","alydus pilosulus","neonympha mitchellii mitchellii","0.0","0.0"
"LinearCombinationMatchingRule","BIO41860","ES947","0.0",,"sternula antillarum","falco femoralis septentrionalis","sternula antillarum","falco femoralis septentrionalis","0.0","0.0"
"LinearCombinationMatchingRule","BIO14409","ES1120","0.0",,"drepanulatrix carnearia columbaria","ambrysus amargosus","drepanulatrix carnearia columbaria","ambrysus amargosus","0.0","0.0"
"LinearCombinationMatchingRule","BIO01588","ES1179","0.0",,"amazilia violiceps","psittirostra psittacea","amazilia violiceps","psittirostra psittacea","0.0","0.0"
"LinearCombinationMatchingRule","BIO05052","ES1437","0.0",,"batrisodes albionicus","apodemia mormo langei","batrisodes albionicus","apodemia mormo langei","0.0","0.0"
"LinearCombinationMatchingRule","BIO02423","ES985","0.0",,"antennarius striatus","noturus flavipinnis","antennarius striatus","noturus flavipinnis","0.0","0.0"
"LinearCombinationMatchingRule","BIO21810","ES1464","0.0",,"hyposmocoma ensifer","speyeria zerene behrensii","hyposmocoma ensifer","speyeria zerene behrensii","0.0","0.0"
"LinearCombinationMatchingRule","BIO10730","ES1505","0.0",,"coccophagus ochraceus","hylaeus hilaris","coccophagus ochraceus","hylaeus hilaris","0.0","0.0"
"LinearCombinationMatchingRule","BIO31641","ES947","0.0",,"parula pitiayumi","falco femoralis septentrionalis","parula pitiayumi","falco femoralis septentrionalis","0.0","0.0"
"LinearCombinationMatchingRule","BIO17442","ES1043","0.0",,"eusattus muricatus","hylaeus anthracinus","eusattus muricatus","hylaeus anthracinus","0.0","0.0"
"LinearCombinationMatchingRule","BIO10523","ES1534","0.0",,"cleonus farctus","rhaphiomidas terminatus abdominalis","cleonus farctus","rhaphiomidas terminatus abdominalis","0.0","0.0"
"LinearCombinationMatchingRule","BIO10587","ES1352","0.0",,"clinostomus elongatus","oncorhynchus clarkii stomias","clinostomus elongatus","oncorhynchus clarkii stomias","0.0","0.0"
"LinearCombinationMatchingRule","BIO11319","ES1193","0.0",,"coregonus artedii","etheostoma phytophilum","coregonus artedii","etheostoma phytophilum","0.0","0.0"
"LinearCombinationMatchingRule","BIO06046","ES1287","0.0",,"bromius obscurus","drosophila aglaia","bromius obscurus","drosophila aglaia","0.0","0.0"
"LinearCombinationMatchingRule","BIO05096","ES1219","0.0",,"bembidion concolor","drosophila digressa","bembidion concolor","drosophila digressa","0.0","0.0"
"LinearCombinationMatchingRule","BIO11319","ES1192","0.0",,"coregonus artedii","etheostoma moorei","coregonus artedii","etheostoma moorei","0.0","0.0"
"LinearCombinationMatchingRule","BIO19144","ES1252","0.0",,"gobiesocidae","notropis topeka ( tristis)","gobiesocidae","notropis topeka ( tristis)","0.0","0.0"
"LinearCombinationMatchingRule","BIO17994","ES1581","0.0",,"formica planipilis","megalagrion leptodemas","formica planipilis","megalagrion leptodemas","0.0","0.0"
"LinearCombinationMatchingRule","BIO39502","ES1437","0.0",,"scotorythra isospora","apodemia mormo langei","scotorythra isospora","apodemia mormo langei","0.0","0.0"
"LinearCombinationMatchingRule","BIO26583","ES1367","0.0",,"mecyclothorax perpolitus","drosophila musaphilia","mecyclothorax perpolitus","drosophila musaphilia","0.0","0.0"
"LinearCombinationMatchingRule","BIO36412","ES1481","0.0",,"ptilostomis postica","drosophila tarphytrichia","ptilostomis postica","drosophila tarphytrichia","0.0","0.0"
"LinearCombinationMatchingRule","BIO03268","ES1367","0.0",,"arge cerulea","drosophila musaphilia","arge cerulea","drosophila musaphilia","0.0","0.0"
"LinearCombinationMatchingRule","BIO28910","ES1138","0.0",,"neotephritis nigripilosa","cicindela nevadica lincolniana","neotephritis nigripilosa","cicindela nevadica lincolniana","0.0","0.0"
"LinearCombinationMatchingRule","BIO02073","ES1321","0.0",,"andrena knuthiana","hylaeus kuakea","andrena knuthiana","hylaeus kuakea","0.0","0.0"
"LinearCombinationMatchingRule","BIO25992","ES957","0.0",,"lythrurus ardens","noturus placidus","lythrurus ardens","noturus placidus","0.0","0.0"
"LinearCombinationMatchingRule","BIO25328","ES1502","0.0",,"lophosis labeculata","drosophila heteroneura","lophosis labeculata","drosophila heteroneura","0.0","0.0"
"LinearCombinationMatchingRule","BIO39485","ES1153","0.0",,"scorpaenodes tredecimspinosus","deltistes luxatus","scorpaenodes tredecimspinosus","deltistes luxatus","0.0","0.0"
"LinearCombinationMatchingRule","BIO13480","ES1372","0.0",,"dialictus tegularis","callophrys mossii bayensis","dialictus tegularis","callophrys mossii bayensis","0.0","0.0"
"LinearCombinationMatchingRule","BIO45394","ES1387","0.0",,"vireo griseus griseus","gallinula chloropus guami","vireo griseus griseus","gallinula chloropus guami","0.0","0.0"
"LinearCombinationMatchingRule","BIO04885","ES1581","0.0",,"balcanocerus provancheri","megalagrion leptodemas","balcanocerus provancheri","megalagrion leptodemas","0.0","0.0"
"LinearCombinationMatchingRule","BIO08387","ES1639","0.0",,"cavariella digitata","icaricia icarioides missionensis","cavariella digitata","icaricia icarioides missionensis","0.0","0.0"
"LinearCombinationMatchingRule","BIO33433","ES1123","0.0",,"phymatocera ruscullus","euphydryas editha taylori","phymatocera ruscullus","euphydryas editha taylori","0.0","0.0"
"LinearCombinationMatchingRule","BIO40768","ES1100","0.0",,"soliperla","rhadine persephone","soliperla","rhadine persephone","0.0","0.0"
"LinearCombinationMatchingRule","BIO02078","ES1313","0.0",,"andrena nivalis","hylaeus assimulans","andrena nivalis","hylaeus assimulans","0.0","0.0"
"LinearCombinationMatchingRule","BIO07367","ES1195","0.0",,"cardellina pusilla","himantopus mexicanus knudseni","cardellina pusilla","himantopus mexicanus knudseni","0.0","0.0"
"LinearCombinationMatchingRule","BIO24964","ES1204","0.0",,"lispocephala biseta","dinacoma caseyi","lispocephala biseta","dinacoma caseyi","0.0","0.0"
"LinearCombinationMatchingRule","BIO20427","ES1480","0.0",,"hesperiidae","euphilotes enoptes smithi","hesperiidae","euphilotes enoptes smithi","0.0","0.0"
"LinearCombinationMatchingRule","BIO00903","ES1050","0.0",,"agonum affine","strymon acis bartrami","agonum affine","strymon acis bartrami","0.0","0.0"
"LinearCombinationMatchingRule","BIO21946","ES1328","0.0",,"ichthyomyzon fossor","noturus crypticus","ichthyomyzon fossor","noturus crypticus","0.0","0.0"
"LinearCombinationMatchingRule","BIO29481","ES1389","0.0",,"noturus leptacanthus","lepidomeda vittata","noturus leptacanthus","lepidomeda vittata","0.0","0.0"
"LinearCombinationMatchingRule","BIO34277","ES1645","0.0",,"plauditus","heterelmis comalensis","plauditus","heterelmis comalensis","0.0","0.0"
"LinearCombinationMatchingRule","BIO20427","ES1481","0.0",,"hesperiidae","drosophila tarphytrichia","hesperiidae","drosophila tarphytrichia","0.0","0.0"
"LinearCombinationMatchingRule","BIO22796","ES1608","0.0",,"kakamia aquilegia","hylaeus mana","kakamia aquilegia","hylaeus mana","0.0","0.0"
"LinearCombinationMatchingRule","BIO35940","ES962","0.0",,"pseudacris maculata","eleutherodactylus cooki","pseudacris maculata","eleutherodactylus cooki","0.0","0.0"
"LinearCombinationMatchingRule","BIO03806","ES1078","0.0",,"aseptis characta","trimerotropis infantilis","aseptis characta","trimerotropis infantilis","0.0","0.0"
"LinearCombinationMatchingRule","BIO36423","ES1493","0.0",,"ptychocheilus grandis","gambusia heterochir","ptychocheilus grandis","gambusia heterochir","0.0","0.0"
"LinearCombinationMatchingRule","BIO36565","ES1372","0.0",,"puto cupressi","callophrys mossii bayensis","puto cupressi","callophrys mossii bayensis","0.0","0.0"
"LinearCombinationMatchingRule","BIO44379","ES1512","0.0",,"tryngites subruficollis","accipiter striatus venator","tryngites subruficollis","accipiter striatus venator","0.0","0.0"
"LinearCombinationMatchingRule","BIO14572","ES1290","0.0",,"drosophila septuosa","batrisodes texanus","drosophila septuosa","batrisodes texanus","0.0","0.0"
"LinearCombinationMatchingRule","BIO26108","ES1140","0.0",,"macromia margarita","megalagrion xanthomelas","macromia margarita","megalagrion xanthomelas","0.0","0.0"
"LinearCombinationMatchingRule","BIO31407","ES969","0.0",,"pararrhaptica subsenescens","cicindelidia floridana","pararrhaptica subsenescens","cicindelidia floridana","0.0","0.0"
"LinearCombinationMatchingRule","BIO33427","ES1372","0.0",,"phylocentropus lucidus","callophrys mossii bayensis","phylocentropus lucidus","callophrys mossii bayensis","0.0","0.0"
"LinearCombinationMatchingRule","BIO38830","ES954","0.0",,"sargocentron vexillarium","gila nigrescens","sargocentron vexillarium","gila nigrescens","0.0","0.0"
"LinearCombinationMatchingRule","BIO04695","ES1116","0.0",,"auplopus cf. architectus","euchloe ausonides insulanus","auplopus cf. architectus","euchloe ausonides insulanus","0.0","0.0"
"LinearCombinationMatchingRule","BIO44510","ES1077","0.0",,"tyrannus savana","laterallus jamaicensis ssp. jamaicensis","tyrannus savana","laterallus jamaicensis ssp. jamaicensis","0.0","0.0"
"LinearCombinationMatchingRule","BIO24658","ES1163","0.0",,"limenitis weidemeyerii","zapada glacier","limenitis weidemeyerii","zapada glacier","0.0","0.0"
"LinearCombinationMatchingRule","BIO14580","ES938","0.0",,"drosophila spectabilis","drosophila differens","drosophila spectabilis","drosophila differens","0.0","0.0"
"LinearCombinationMatchingRule","BIO07214","ES1044","0.0",,"canis rufus","martes caurina","canis rufus","martes caurina","0.0","0.0"
"LinearCombinationMatchingRule","BIO34794","ES963","0.0",,"polistes aurifer","euphilotes battoides allyni","polistes aurifer","euphilotes battoides allyni","0.0","0.0"
"LinearCombinationMatchingRule","BIO45131","ES1116","0.0",,"vespula arenaria var. fernaldi","euchloe ausonides insulanus","vespula arenaria var. fernaldi","euchloe ausonides insulanus","0.0","0.0"
"LinearCombinationMatchingRule","BIO45061","ES1041","0.0",,"veromessor pergandei","batrisodes venyivi","veromessor pergandei","batrisodes venyivi","0.0","0.0"
"LinearCombinationMatchingRule","BIO28816","ES1037","0.0",,"neoclinus blanchardi","noturus baileyi","neoclinus blanchardi","noturus baileyi","0.0","0.0"
"LinearCombinationMatchingRule","BIO03321","ES1437","0.0",,"argoporis bicolor","apodemia mormo langei","argoporis bicolor","apodemia mormo langei","0.0","0.0"
"LinearCombinationMatchingRule","BIO21759","ES1140","0.0",,"hypomecis umbrosaria","megalagrion xanthomelas","hypomecis umbrosaria","megalagrion xanthomelas","0.0","0.0"
"LinearCombinationMatchingRule","BIO14523","ES1266","0.0",,"drosophila melanopedis","rhadine exilis","drosophila melanopedis","rhadine exilis","0.0","0.0"
"LinearCombinationMatchingRule","BIO38829","ES1079","0.0",,"sargocentron coruscum","etheostoma sellare","sargocentron coruscum","etheostoma sellare","0.0","0.0"
