"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] StringAttributeComparatorJaccard record1Value","[0] StringAttributeComparatorJaccard record2Value","[0] StringAttributeComparatorJaccard record1PreprocessedValue","[0] StringAttributeComparatorJaccard record2PreprocessedValue","[0] StringAttributeComparatorJaccard similarity","[0] StringAttributeComparatorJaccard postproccesedSimilarity"
"LinearCombinationMatchingRule","ES1009","BIO16816","0.3333333333333333",,"etheostoma spilotum","etheostoma fusiforme","etheostoma spilotum","etheostoma fusiforme","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1241","BIO01663","0.25",,"ambystoma tigrinum stebbinsi","ambystoma gracile","ambystoma tigrinum stebbinsi","ambystoma gracile","0.25","0.25"
"LinearCombinationMatchingRule","ES1395","BIO37034","0.3333333333333333",,"rana draytonii","rana aurora aurora","rana draytonii","rana aurora aurora","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1273","BIO28847","0.0",,"neonympha mitchellii mitchellii","neomachilis heteropus","neonympha mitchellii mitchellii","neomachilis heteropus","0.0","0.0"
"LinearCombinationMatchingRule","ES1241","BIO01664","0.25",,"ambystoma tigrinum stebbinsi","ambystoma jeffersonianum","ambystoma tigrinum stebbinsi","ambystoma jeffersonianum","0.25","0.25"
"LinearCombinationMatchingRule","ES1178","BIO09604","0.0",,"chrosomus saylori","chromis multilineata","chrosomus saylori","chromis multilineata","0.0","0.0"
"LinearCombinationMatchingRule","ES1605","BIO14021","0.25",,"dipodomys merriami parvus","dipodomys agilis","dipodomys merriami parvus","dipodomys agilis","0.25","0.25"
"LinearCombinationMatchingRule","ES1095","BIO29017","0.25",,"nerodia erythrogaster neglecta","nerodia fasciata fasciata","nerodia erythrogaster neglecta","nerodia fasciata fasciata","0.25","0.25"
"LinearCombinationMatchingRule","ES1200","BIO16839","0.3333333333333333",,"etheostoma akatulo","etheostoma vulneratum","etheostoma akatulo","etheostoma vulneratum","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1009","BIO16820","0.3333333333333333",,"etheostoma spilotum","etheostoma kennicotti","etheostoma spilotum","etheostoma kennicotti","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1598","BIO28905","0.0",,"neotoma fuscipes riparia","neotamias minimus","neotoma fuscipes riparia","neotamias minimus","0.0","0.0"
"LinearCombinationMatchingRule","ES1605","BIO14029","0.25",,"dipodomys merriami parvus","dipodomys microps","dipodomys merriami parvus","dipodomys microps","0.25","0.25"
"LinearCombinationMatchingRule","ES982","BIO22279","0.0",,"ischnura luta","ischnoptera deropeltiformis","ischnura luta","ischnoptera deropeltiformis","0.0","0.0"
"LinearCombinationMatchingRule","ES1052","BIO23280","0.25",,"lanius ludovicianus mearnsi","lanius excubitor","lanius ludovicianus mearnsi","lanius excubitor","0.25","0.25"
"LinearCombinationMatchingRule","ES1200","BIO16831","0.3333333333333333",,"etheostoma akatulo","etheostoma sanguifluum","etheostoma akatulo","etheostoma sanguifluum","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1300","BIO32309","0.3333333333333333",,"percina aurolineata","percina sciera","percina aurolineata","percina sciera","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1009","BIO16828","0.3333333333333333",,"etheostoma spilotum","etheostoma radiosum","etheostoma spilotum","etheostoma radiosum","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1656","BIO42023","0.0",,"strix occidentalis caurina","streptopelia roseogrisea","strix occidentalis caurina","streptopelia roseogrisea","0.0","0.0"
"LinearCombinationMatchingRule","ES1656","BIO42022","0.0",,"strix occidentalis caurina","streptopelia risoria","strix occidentalis caurina","streptopelia risoria","0.0","0.0"
"LinearCombinationMatchingRule","ES1395","BIO37046","0.3333333333333333",,"rana draytonii","rana fisheri","rana draytonii","rana fisheri","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1300","BIO32301","0.3333333333333333",,"percina aurolineata","percina burtoni","percina aurolineata","percina burtoni","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1333","BIO17394","0.5",,"eurycea nana","eurycea","eurycea nana","eurycea","0.5","0.5"
"LinearCombinationMatchingRule","ES1333","BIO17395","0.3333333333333333",,"eurycea nana","eurycea bislineata","eurycea nana","eurycea bislineata","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES974","BIO02786","0.5",,"aplodontia rufa nigra","aplodontia rufa rainieri","aplodontia rufa nigra","aplodontia rufa rainieri","0.5","0.5"
"LinearCombinationMatchingRule","ES974","BIO02787","0.0",,"aplodontia rufa nigra","aplodontoids","aplodontia rufa nigra","aplodontoids","0.0","0.0"
"LinearCombinationMatchingRule","ES1241","BIO01676","0.5",,"ambystoma tigrinum stebbinsi","ambystoma tigrinum melanostictum","ambystoma tigrinum stebbinsi","ambystoma tigrinum melanostictum","0.5","0.5"
"LinearCombinationMatchingRule","ES1053","BIO16809","0.3333333333333333",,"etheostoma scotti","etheostoma caeruleum","etheostoma scotti","etheostoma caeruleum","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1241","BIO01675","0.6666666666666666",,"ambystoma tigrinum stebbinsi","ambystoma tigrinum","ambystoma tigrinum stebbinsi","ambystoma tigrinum","0.6666666666666666","0.6666666666666666"
"LinearCombinationMatchingRule","ES1605","BIO14033","0.25",,"dipodomys merriami parvus","dipodomys panamintinus","dipodomys merriami parvus","dipodomys panamintinus","0.25","0.25"
"LinearCombinationMatchingRule","ES1009","BIO16832","0.3333333333333333",,"etheostoma spilotum","etheostoma serrifer","etheostoma spilotum","etheostoma serrifer","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1009","BIO16831","0.3333333333333333",,"etheostoma spilotum","etheostoma sanguifluum","etheostoma spilotum","etheostoma sanguifluum","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1656","BIO42019","0.0",,"strix occidentalis caurina","streptopelia chinensis","strix occidentalis caurina","streptopelia chinensis","0.0","0.0"
"LinearCombinationMatchingRule","ES1022","BIO21955","0.3333333333333333",,"ictalurus pricei","ictalurus furcatus","ictalurus pricei","ictalurus furcatus","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1056","BIO37392","0.6666666666666666",,"rhinichthys osculus nevadensis","rhinichthys osculus","rhinichthys osculus nevadensis","rhinichthys osculus","0.6666666666666666","0.6666666666666666"
"LinearCombinationMatchingRule","ES1022","BIO21956","0.3333333333333333",,"ictalurus pricei","ictalurus lupus","ictalurus pricei","ictalurus lupus","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1233","BIO05902","0.0",,"brachyramphus marmoratus","branta bernicla","brachyramphus marmoratus","branta bernicla","0.0","0.0"
"LinearCombinationMatchingRule","ES1222","BIO33631","0.3333333333333333",,"picoides borealis","picoides dorsalis","picoides borealis","picoides dorsalis","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1222","BIO33630","1.0",,"picoides borealis","picoides borealis","picoides borealis","picoides borealis","1.0","1.0"
"LinearCombinationMatchingRule","ES1206","BIO20385","0.0",,"herpailurus ( felis) yagouaroundi cacomitli","herpestes auropunctatus","herpailurus ( felis) yagouaroundi cacomitli","herpestes auropunctatus","0.0","0.0"
"LinearCombinationMatchingRule","ES1222","BIO33638","0.3333333333333333",,"picoides borealis","picoides tridactylus","picoides borealis","picoides tridactylus","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1395","BIO37050","0.3333333333333333",,"rana draytonii","rana palustris","rana draytonii","rana palustris","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1602","BIO26851","0.0",,"melamprosops phaeosoma","meleagris gallopavo silvestris","melamprosops phaeosoma","meleagris gallopavo silvestris","0.0","0.0"
"LinearCombinationMatchingRule","ES1300","BIO32314","0.0",,"percina aurolineata","percopsis omiscomaycus","percina aurolineata","percopsis omiscomaycus","0.0","0.0"
"LinearCombinationMatchingRule","ES1056","BIO37389","0.2",,"rhinichthys osculus nevadensis","rhinichthys atratulus meleagris","rhinichthys osculus nevadensis","rhinichthys atratulus meleagris","0.2","0.2"
"LinearCombinationMatchingRule","ES1395","BIO37058","0.3333333333333333",,"rana draytonii","rana sphenocephala","rana draytonii","rana sphenocephala","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1200","BIO16816","0.3333333333333333",,"etheostoma akatulo","etheostoma fusiforme","etheostoma akatulo","etheostoma fusiforme","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1200","BIO16815","0.3333333333333333",,"etheostoma akatulo","etheostoma flabellare","etheostoma akatulo","etheostoma flabellare","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1319","BIO18811","0.25",,"gila bicolor ssp.","gila cypha","gila bicolor ssp.","gila cypha","0.25","0.25"
"LinearCombinationMatchingRule","ES1638","BIO27354","0.0",,"microtus californicus scirpensis","microdipodops megacephalus","microtus californicus scirpensis","microdipodops megacephalus","0.0","0.0"
"LinearCombinationMatchingRule","ES1638","BIO27353","0.0",,"microtus californicus scirpensis","microdipodops","microtus californicus scirpensis","microdipodops","0.0","0.0"
"LinearCombinationMatchingRule","ES1222","BIO33643","0.25",,"picoides borealis","picoides villosus monticola","picoides borealis","picoides villosus monticola","0.25","0.25"
"LinearCombinationMatchingRule","ES1222","BIO33642","0.25",,"picoides borealis","picoides villosus leucothorectis","picoides borealis","picoides villosus leucothorectis","0.25","0.25"
"LinearCombinationMatchingRule","ES973","BIO37395","0.0",,"rhinichthys osculus lethoporus","rhinobatos productus","rhinichthys osculus lethoporus","rhinobatos productus","0.0","0.0"
"LinearCombinationMatchingRule","ES973","BIO37394","0.0",,"rhinichthys osculus lethoporus","rhinobatos lentiginosus","rhinichthys osculus lethoporus","rhinobatos lentiginosus","0.0","0.0"
"LinearCombinationMatchingRule","ES1007","BIO39144","0.0",,"scaphirhynchus albus","scarus guacamaia","scaphirhynchus albus","scarus guacamaia","0.0","0.0"
"LinearCombinationMatchingRule","ES1007","BIO39145","0.0",,"scaphirhynchus albus","scarus iseri","scaphirhynchus albus","scarus iseri","0.0","0.0"
"LinearCombinationMatchingRule","ES1474","BIO18812","0.3333333333333333",,"gila intermedia","gila elegans","gila intermedia","gila elegans","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1044","BIO26443","0.0",,"martes caurina","marmota","martes caurina","marmota","0.0","0.0"
"LinearCombinationMatchingRule","ES970","BIO12695","0.0",,"cyprinodon nevadensis mionectes","cyprinella spilopterus","cyprinodon nevadensis mionectes","cyprinella spilopterus","0.0","0.0"
"LinearCombinationMatchingRule","ES970","BIO12696","0.0",,"cyprinodon nevadensis mionectes","cyprinella venusta","cyprinodon nevadensis mionectes","cyprinella venusta","0.0","0.0"
"LinearCombinationMatchingRule","ES1472","BIO17394","0.5",,"eurycea naufragia","eurycea","eurycea naufragia","eurycea","0.5","0.5"
"LinearCombinationMatchingRule","ES1598","BIO28933","0.2",,"neotoma fuscipes riparia","neotoma macrotis simplex","neotoma fuscipes riparia","neotoma macrotis simplex","0.2","0.2"
"LinearCombinationMatchingRule","ES1044","BIO26471","0.3333333333333333",,"martes caurina","martes pennanti","martes caurina","martes pennanti","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1386","BIO32462","0.0",,"peromyscus polionotus niveiventris","perognathus penicillatus stephensi","peromyscus polionotus niveiventris","perognathus penicillatus stephensi","0.0","0.0"
"LinearCombinationMatchingRule","ES1386","BIO32469","0.25",,"peromyscus polionotus niveiventris","peromyscus boylii","peromyscus polionotus niveiventris","peromyscus boylii","0.25","0.25"
"LinearCombinationMatchingRule","ES1131","BIO32299","0.0",,"percina rex","perciformes","percina rex","perciformes","0.0","0.0"
"LinearCombinationMatchingRule","ES1166","BIO30457","0.0",,"oreomystis mana","oreothlypis luciae","oreomystis mana","oreothlypis luciae","0.0","0.0"
"LinearCombinationMatchingRule","ES1386","BIO32461","0.0",,"peromyscus polionotus niveiventris","perognathus parvus olivaceus","peromyscus polionotus niveiventris","perognathus parvus olivaceus","0.0","0.0"
"LinearCombinationMatchingRule","ES1166","BIO30460","0.0",,"oreomystis mana","oreothlypis virginiae","oreomystis mana","oreothlypis virginiae","0.0","0.0"
"LinearCombinationMatchingRule","ES1386","BIO32457","0.0",,"peromyscus polionotus niveiventris","perognathus longimembris","peromyscus polionotus niveiventris","perognathus longimembris","0.0","0.0"
"LinearCombinationMatchingRule","ES1386","BIO32458","0.0",,"peromyscus polionotus niveiventris","perognathus merriami","peromyscus polionotus niveiventris","perognathus merriami","0.0","0.0"
"LinearCombinationMatchingRule","ES1595","BIO32304","0.3333333333333333",,"percina tanasi","percina crassa","percina tanasi","percina crassa","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1044","BIO26467","0.6666666666666666",,"martes caurina","martes americana caurina","martes caurina","martes americana caurina","0.6666666666666666","0.6666666666666666"
"LinearCombinationMatchingRule","ES1044","BIO26466","0.3333333333333333",,"martes caurina","martes americana","martes caurina","martes americana","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1386","BIO32450","0.0",,"peromyscus polionotus niveiventris","perognathus flavescens","peromyscus polionotus niveiventris","perognathus flavescens","0.0","0.0"
"LinearCombinationMatchingRule","ES953","BIO08940","0.0",,"chasmistes brevirostris","chaenobryttus gulosus","chasmistes brevirostris","chaenobryttus gulosus","0.0","0.0"
"LinearCombinationMatchingRule","ES1512","BIO00215","0.3333333333333333",,"accipiter striatus venator","accipiter","accipiter striatus venator","accipiter","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES941","BIO11490","0.3333333333333333",,"corvus leucognaphalus","corvus ossifragus","corvus leucognaphalus","corvus ossifragus","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1493","BIO18456","0.3333333333333333",,"gambusia heterochir","gambusia rhizophorae","gambusia heterochir","gambusia rhizophorae","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1386","BIO32446","0.0",,"peromyscus polionotus niveiventris","perognathus amplus","peromyscus polionotus niveiventris","perognathus amplus","0.0","0.0"
"LinearCombinationMatchingRule","ES1386","BIO32445","0.0",,"peromyscus polionotus niveiventris","perognathus","peromyscus polionotus niveiventris","perognathus","0.0","0.0"
"LinearCombinationMatchingRule","ES1263","BIO43130","0.25",,"thamnophis rufipunctatus","thamnophis ordinoides biscutatus","thamnophis rufipunctatus","thamnophis ordinoides biscutatus","0.25","0.25"
"LinearCombinationMatchingRule","ES1493","BIO18455","0.3333333333333333",,"gambusia heterochir","gambusia holbrooki","gambusia heterochir","gambusia holbrooki","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1263","BIO43137","0.25",,"thamnophis rufipunctatus","thamnophis sauritus nitae","thamnophis rufipunctatus","thamnophis sauritus nitae","0.25","0.25"
"LinearCombinationMatchingRule","ES1598","BIO28928","0.5",,"neotoma fuscipes riparia","neotoma fuscipes macrotis","neotoma fuscipes riparia","neotoma fuscipes macrotis","0.5","0.5"
"LinearCombinationMatchingRule","ES1598","BIO28929","0.25",,"neotoma fuscipes riparia","neotoma lepida","neotoma fuscipes riparia","neotoma lepida","0.25","0.25"
"LinearCombinationMatchingRule","ES941","BIO11486","0.3333333333333333",,"corvus leucognaphalus","corvus corax","corvus leucognaphalus","corvus corax","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1484","BIO12707","0.3333333333333333",,"cyprinodon macularius","cyprinodon variegatus","cyprinodon macularius","cyprinodon variegatus","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1484","BIO12708","0.0",,"cyprinodon macularius","cyprinus carpio","cyprinodon macularius","cyprinus carpio","0.0","0.0"
"LinearCombinationMatchingRule","ES1169","BIO12696","0.0",,"cyprinodon radiosus","cyprinella venusta","cyprinodon radiosus","cyprinella venusta","0.0","0.0"
"LinearCombinationMatchingRule","ES1511","BIO06517","0.0",,"calidris canutus rufa","calaptes auratus","calidris canutus rufa","calaptes auratus","0.0","0.0"
"LinearCombinationMatchingRule","ES1598","BIO28921","0.25",,"neotoma fuscipes riparia","neotoma albigula","neotoma fuscipes riparia","neotoma albigula","0.25","0.25"
"LinearCombinationMatchingRule","ES950","BIO16912","0.0",,"eucyclogobius newberryi","eucinostomus harengulus","eucyclogobius newberryi","eucinostomus harengulus","0.0","0.0"
"LinearCombinationMatchingRule","ES1164","BIO35964","0.25",,"pseudemys rubriventris bangsi","pseudemys floridana floridana","pseudemys rubriventris bangsi","pseudemys floridana floridana","0.25","0.25"
"LinearCombinationMatchingRule","ES1484","BIO12700","0.3333333333333333",,"cyprinodon macularius","cyprinodon diabolis","cyprinodon macularius","cyprinodon diabolis","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1164","BIO35965","0.2",,"pseudemys rubriventris bangsi","pseudemys floridana peninsularis","pseudemys rubriventris bangsi","pseudemys floridana peninsularis","0.2","0.2"
"LinearCombinationMatchingRule","ES950","BIO16911","0.0",,"eucyclogobius newberryi","eucinostomus gula","eucyclogobius newberryi","eucinostomus gula","0.0","0.0"
"LinearCombinationMatchingRule","ES1309","BIO30092","0.3333333333333333",,"oncorhynchus apache","oncorhynchus clarkii","oncorhynchus apache","oncorhynchus clarkii","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES953","BIO08965","0.0",,"chasmistes brevirostris","chaetodipterus faber","chasmistes brevirostris","chaetodipterus faber","0.0","0.0"
"LinearCombinationMatchingRule","ES1263","BIO43125","0.25",,"thamnophis rufipunctatus","thamnophis elegans vagrans","thamnophis rufipunctatus","thamnophis elegans vagrans","0.25","0.25"
"LinearCombinationMatchingRule","ES1229","BIO16808","0.3333333333333333",,"etheostoma nianguae","etheostoma blennioides","etheostoma nianguae","etheostoma blennioides","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1003","BIO29450","0.0",,"noturus stanauli","notropis chrysocephalus","noturus stanauli","notropis chrysocephalus","0.0","0.0"
"LinearCombinationMatchingRule","ES1491","BIO28934","0.2",,"neotoma floridana smalli","neotoma macrotis streatori","neotoma floridana smalli","neotoma macrotis streatori","0.2","0.2"
"LinearCombinationMatchingRule","ES1491","BIO28935","0.25",,"neotoma floridana smalli","neotoma magister","neotoma floridana smalli","neotoma magister","0.25","0.25"
"LinearCombinationMatchingRule","ES1079","BIO16812","0.3333333333333333",,"etheostoma sellare","etheostoma chlorosomum","etheostoma sellare","etheostoma chlorosomum","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1360","BIO29473","0.3333333333333333",,"noturus trautmani","noturus elegans","noturus trautmani","noturus elegans","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1536","BIO14037","0.25",,"dipodomys heermanni morroensis","dipodomys spectabilis","dipodomys heermanni morroensis","dipodomys spectabilis","0.25","0.25"
"LinearCombinationMatchingRule","ES1544","BIO28307","0.3333333333333333",,"myotis grisescens","myotis ciliolabrum","myotis grisescens","myotis ciliolabrum","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1198","BIO13180","0.25",,"dendroica chrysoparia","dendroica coronata memorabilis","dendroica chrysoparia","dendroica coronata memorabilis","0.25","0.25"
"LinearCombinationMatchingRule","ES1079","BIO16819","0.3333333333333333",,"etheostoma sellare","etheostoma jessiae","etheostoma sellare","etheostoma jessiae","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1078","BIO43905","0.0",,"trimerotropis infantilis","trichodectes","trimerotropis infantilis","trichodectes","0.0","0.0"
"LinearCombinationMatchingRule","ES1198","BIO13177","0.3333333333333333",,"dendroica chrysoparia","dendroica coronata","dendroica chrysoparia","dendroica coronata","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES985","BIO29374","0.0",,"noturus flavipinnis","notemigonus crysoleucas","noturus flavipinnis","notemigonus crysoleucas","0.0","0.0"
"LinearCombinationMatchingRule","ES1197","BIO29463","0.3333333333333333",,"notropis cahabae","notropis rubricroceus","notropis cahabae","notropis rubricroceus","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1003","BIO29445","0.0",,"noturus stanauli","notropis braytoni","noturus stanauli","notropis braytoni","0.0","0.0"
"LinearCombinationMatchingRule","ES1003","BIO29446","0.0",,"noturus stanauli","notropis buccatus","noturus stanauli","notropis buccatus","0.0","0.0"
"LinearCombinationMatchingRule","ES1197","BIO29464","0.3333333333333333",,"notropis cahabae","notropis simus","notropis cahabae","notropis simus","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1092","BIO09162","0.0",,"chasiempis ibidis","charadrius semipalmatus","chasiempis ibidis","charadrius semipalmatus","0.0","0.0"
"LinearCombinationMatchingRule","ES1092","BIO09161","0.0",,"chasiempis ibidis","charadrius nivosus","chasiempis ibidis","charadrius nivosus","0.0","0.0"
"LinearCombinationMatchingRule","ES1415","BIO12688","0.0",,"cyprinodon elegans","cyprinella chloristia","cyprinodon elegans","cyprinella chloristia","0.0","0.0"
"LinearCombinationMatchingRule","ES1114","BIO33251","0.0",,"phoxinus cumberlandensis","pholis","phoxinus cumberlandensis","pholis","0.0","0.0"
"LinearCombinationMatchingRule","ES1167","BIO31648","0.0",,"paroreomyza flammea","parus atricapillus","paroreomyza flammea","parus atricapillus","0.0","0.0"
"LinearCombinationMatchingRule","ES1167","BIO31649","0.0",,"paroreomyza flammea","parus bicolor","paroreomyza flammea","parus bicolor","0.0","0.0"
"LinearCombinationMatchingRule","ES1360","BIO29469","0.0",,"noturus trautmani","notropis umbratilis","noturus trautmani","notropis umbratilis","0.0","0.0"
"LinearCombinationMatchingRule","ES1003","BIO29462","0.0",,"noturus stanauli","notropis rubellus","noturus stanauli","notropis rubellus","0.0","0.0"
"LinearCombinationMatchingRule","ES1296","BIO32484","0.2",,"peromyscus polionotus peninsularis","peromyscus maniculatus osgoodi","peromyscus polionotus peninsularis","peromyscus maniculatus osgoodi","0.2","0.2"
"LinearCombinationMatchingRule","ES1079","BIO16824","0.3333333333333333",,"etheostoma sellare","etheostoma olmstedi","etheostoma sellare","etheostoma olmstedi","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1389","BIO24057","0.0",,"lepidomeda vittata","leptoclinus maculatus","lepidomeda vittata","leptoclinus maculatus","0.0","0.0"
"LinearCombinationMatchingRule","ES996","BIO08999","0.0",,"charadrius nivosus nivosus","chaetoptila angustipluma","charadrius nivosus nivosus","chaetoptila angustipluma","0.0","0.0"
"LinearCombinationMatchingRule","ES1360","BIO29461","0.0",,"noturus trautmani","notropis photogenis","noturus trautmani","notropis photogenis","0.0","0.0"
"LinearCombinationMatchingRule","ES1197","BIO29459","0.3333333333333333",,"notropis cahabae","notropis orca","notropis cahabae","notropis orca","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1113","BIO30105","0.5",,"oncorhynchus aguabonita whitei","oncorhynchus mykiss aguabonita","oncorhynchus aguabonita whitei","oncorhynchus mykiss aguabonita","0.5","0.5"
"LinearCombinationMatchingRule","ES1071","BIO23976","0.0",,"lepidomeda albivallis","lepisosteus platyrhincus","lepidomeda albivallis","lepisosteus platyrhincus","0.0","0.0"
"LinearCombinationMatchingRule","ES1071","BIO23975","0.0",,"lepidomeda albivallis","lepisosteus osseus","lepidomeda albivallis","lepisosteus osseus","0.0","0.0"
"LinearCombinationMatchingRule","ES957","BIO29374","0.0",,"noturus placidus","notemigonus crysoleucas","noturus placidus","notemigonus crysoleucas","0.0","0.0"
"LinearCombinationMatchingRule","ES1092","BIO09158","0.0",,"chasiempis ibidis","charadrius melodus","chasiempis ibidis","charadrius melodus","0.0","0.0"
"LinearCombinationMatchingRule","ES1197","BIO29451","0.3333333333333333",,"notropis cahabae","notropis cornutus","notropis cahabae","notropis cornutus","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1122","BIO30089","0.3333333333333333",,"oncorhynchus clarkii henshawi","oncorhynchus","oncorhynchus clarkii henshawi","oncorhynchus","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1247","BIO30099","0.25",,"oncorhynchus gilae","oncorhynchus clarkii utah","oncorhynchus gilae","oncorhynchus clarkii utah","0.25","0.25"
"LinearCombinationMatchingRule","ES1197","BIO29452","0.3333333333333333",,"notropis cahabae","notropis cummingsae","notropis cahabae","notropis cummingsae","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1415","BIO12692","0.0",,"cyprinodon elegans","cyprinella lutrensis blairi","cyprinodon elegans","cyprinella lutrensis blairi","0.0","0.0"
"LinearCombinationMatchingRule","ES1167","BIO31640","0.0",,"paroreomyza flammea","parula americana","paroreomyza flammea","parula americana","0.0","0.0"
"LinearCombinationMatchingRule","ES1003","BIO29457","0.0",,"noturus stanauli","notropis leuciodus","noturus stanauli","notropis leuciodus","0.0","0.0"
"LinearCombinationMatchingRule","ES1003","BIO29458","0.0",,"noturus stanauli","notropis maculatus","noturus stanauli","notropis maculatus","0.0","0.0"
"LinearCombinationMatchingRule","ES1574","BIO17308","0.0",,"euphydryas editha quino ( e. e. wrighti)","euphylidorea niveitarsis","euphydryas editha quino ( e. e. wrighti)","euphylidorea niveitarsis","0.0","0.0"
"LinearCombinationMatchingRule","ES1247","BIO30091","0.25",,"oncorhynchus gilae","oncorhynchus clarki behnkei","oncorhynchus gilae","oncorhynchus clarki behnkei","0.25","0.25"
"LinearCombinationMatchingRule","ES1247","BIO30092","0.3333333333333333",,"oncorhynchus gilae","oncorhynchus clarkii","oncorhynchus gilae","oncorhynchus clarkii","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1434","BIO40778","0.3333333333333333",,"somateria fischeri","somateria mollissima","somateria fischeri","somateria mollissima","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1531","BIO37394","0.0",,"rhinichthys osculus thermalis","rhinobatos lentiginosus","rhinichthys osculus thermalis","rhinobatos lentiginosus","0.0","0.0"
"LinearCombinationMatchingRule","ES1360","BIO29458","0.0",,"noturus trautmani","notropis maculatus","noturus trautmani","notropis maculatus","0.0","0.0"
"LinearCombinationMatchingRule","ES1360","BIO29457","0.0",,"noturus trautmani","notropis leuciodus","noturus trautmani","notropis leuciodus","0.0","0.0"
"LinearCombinationMatchingRule","ES1574","BIO17309","0.0",,"euphydryas editha quino ( e. e. wrighti)","euphylidorea novaeangliae","euphydryas editha quino ( e. e. wrighti)","euphylidorea novaeangliae","0.0","0.0"
"LinearCombinationMatchingRule","ES1229","BIO16824","0.3333333333333333",,"etheostoma nianguae","etheostoma olmstedi","etheostoma nianguae","etheostoma olmstedi","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1544","BIO28323","0.3333333333333333",,"myotis grisescens","myotis volans","myotis grisescens","myotis volans","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1229","BIO16823","0.3333333333333333",,"etheostoma nianguae","etheostoma nigrum","etheostoma nianguae","etheostoma nigrum","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","ES1360","BIO29450","0.0",,"noturus trautmani","notropis chrysocephalus","noturus trautmani","notropis chrysocephalus","0.0","0.0"
"LinearCombinationMatchingRule","ES1071","BIO23988","0.0",,"lepidomeda albivallis","lepomis megalotis","lepidomeda albivallis","lepomis megalotis","0.0","0.0"
"LinearCombinationMatchingRule","ES1071","BIO23987","0.0",,"lepidomeda albivallis","lepomis marginatus","lepidomeda albivallis","lepomis marginatus","0.0","0.0"
